Run,Agent,Iteration,Net Utility
0,PPO Bidder - Net Utility 1,0,-1039.2031026486882
0,PPO Bidder - Net Utility 1,1,3607.5809234375033
0,PPO Bidder - Net Utility 1,2,4681.134633988224
0,PPO Bidder - Net Utility 1,3,3921.912244660476
0,PPO Bidder - Net Utility 1,4,4917.627723297735
0,PPO Bidder - Net Utility 1,5,4895.7816302676965
0,PPO Bidder - Net Utility 1,6,4985.594868068811
0,PPO Bidder - Net Utility 1,7,5032.419604403733
0,PPO Bidder - Net Utility 1,8,5050.963488222402
0,PPO Bidder - Net Utility 1,9,4990.306791315986
0,PPO Bidder - Net Utility 1,10,4918.6553679135
0,PPO Bidder - Net Utility 1,11,5049.280177869901
0,PPO Bidder - Net Utility 1,12,5085.746951240079
0,PPO Bidder - Net Utility 1,13,5180.510096747247
0,PPO Bidder - Net Utility 1,14,5057.428574002752
0,PPO Bidder - Net Utility 1,15,4785.608389944265
0,PPO Bidder - Net Utility 1,16,4793.039947957533
0,PPO Bidder - Net Utility 1,17,4889.750254231622
0,PPO Bidder - Net Utility 1,18,5036.693329837247
0,PPO Bidder - Net Utility 1,19,4934.148455392752
0,PPO Bidder - Net Utility 1,20,4859.8949340420295
0,PPO Bidder - Net Utility 1,21,4949.138199352121
0,PPO Bidder - Net Utility 1,22,4794.004568692543
0,PPO Bidder - Net Utility 1,23,4773.605717500174
0,PPO Bidder - Net Utility 1,24,4893.828588616161
1,PPO Bidder - Net Utility 1,0,-95.61648355747819
1,PPO Bidder - Net Utility 1,1,75.71188202197737
1,PPO Bidder - Net Utility 1,2,2203.5722214488487
1,PPO Bidder - Net Utility 1,3,4640.526925036101
1,PPO Bidder - Net Utility 1,4,4940.031741496187
1,PPO Bidder - Net Utility 1,5,4933.169282762087
1,PPO Bidder - Net Utility 1,6,4921.626713341742
1,PPO Bidder - Net Utility 1,7,5106.533118492773
1,PPO Bidder - Net Utility 1,8,5015.663726839925
1,PPO Bidder - Net Utility 1,9,5233.227794182227
1,PPO Bidder - Net Utility 1,10,5103.599928409335
1,PPO Bidder - Net Utility 1,11,5141.961651148063
1,PPO Bidder - Net Utility 1,12,5080.001694595748
1,PPO Bidder - Net Utility 1,13,5204.069258155003
1,PPO Bidder - Net Utility 1,14,5200.977186496717
1,PPO Bidder - Net Utility 1,15,5219.1404359328835
1,PPO Bidder - Net Utility 1,16,5198.4458106187485
1,PPO Bidder - Net Utility 1,17,5071.400755714312
1,PPO Bidder - Net Utility 1,18,5065.295644746557
1,PPO Bidder - Net Utility 1,19,5068.612008230938
1,PPO Bidder - Net Utility 1,20,5163.836981208723
1,PPO Bidder - Net Utility 1,21,5133.387734755129
1,PPO Bidder - Net Utility 1,22,5146.14051286249
1,PPO Bidder - Net Utility 1,23,5013.935838480639
1,PPO Bidder - Net Utility 1,24,5181.586842465438
2,PPO Bidder - Net Utility 1,0,-12.443222502549595
2,PPO Bidder - Net Utility 1,1,59.66358855004927
2,PPO Bidder - Net Utility 1,2,4056.0401057114086
2,PPO Bidder - Net Utility 1,3,5186.961772273084
2,PPO Bidder - Net Utility 1,4,5180.527071047056
2,PPO Bidder - Net Utility 1,5,5248.574081902536
2,PPO Bidder - Net Utility 1,6,5225.784440377146
2,PPO Bidder - Net Utility 1,7,5087.434385738036
2,PPO Bidder - Net Utility 1,8,5118.1616735532625
2,PPO Bidder - Net Utility 1,9,5482.030912280604
2,PPO Bidder - Net Utility 1,10,5284.985354203035
2,PPO Bidder - Net Utility 1,11,5227.9288880673785
2,PPO Bidder - Net Utility 1,12,5257.031880971756
2,PPO Bidder - Net Utility 1,13,5180.472526288918
2,PPO Bidder - Net Utility 1,14,5181.1056374014615
2,PPO Bidder - Net Utility 1,15,5295.160195529526
2,PPO Bidder - Net Utility 1,16,5195.339526328356
2,PPO Bidder - Net Utility 1,17,5130.037986863254
2,PPO Bidder - Net Utility 1,18,5277.004859415473
2,PPO Bidder - Net Utility 1,19,5237.962104337985
2,PPO Bidder - Net Utility 1,20,5146.736417290905
2,PPO Bidder - Net Utility 1,21,5124.363791519339
2,PPO Bidder - Net Utility 1,22,5245.721137605438
2,PPO Bidder - Net Utility 1,23,5237.618714080893
2,PPO Bidder - Net Utility 1,24,5363.068667355498
0,Truthful Competitor 10,0,-10033.316173987769
0,Truthful Competitor 10,1,44.346258223604046
0,Truthful Competitor 10,2,78.46550051649007
0,Truthful Competitor 10,3,18.364559663741503
0,Truthful Competitor 10,4,60.68204301317957
0,Truthful Competitor 10,5,70.68857231295131
0,Truthful Competitor 10,6,101.98289079793716
0,Truthful Competitor 10,7,51.64568692815825
0,Truthful Competitor 10,8,61.030426782335525
0,Truthful Competitor 10,9,124.33369654429069
0,Truthful Competitor 10,10,62.022862647623
0,Truthful Competitor 10,11,89.97783130466698
0,Truthful Competitor 10,12,60.27059209142386
0,Truthful Competitor 10,13,61.39636902400663
0,Truthful Competitor 10,14,67.5426291530389
0,Truthful Competitor 10,15,68.46735168414851
0,Truthful Competitor 10,16,83.41220475066109
0,Truthful Competitor 10,17,30.094633786686106
0,Truthful Competitor 10,18,87.14299477798245
0,Truthful Competitor 10,19,63.9758692821626
0,Truthful Competitor 10,20,83.2897117871878
0,Truthful Competitor 10,21,102.8871409021422
0,Truthful Competitor 10,22,70.62055423400302
0,Truthful Competitor 10,23,51.07176090299846
0,Truthful Competitor 10,24,99.29853054613437
1,Truthful Competitor 10,0,-3889.127416665558
1,Truthful Competitor 10,1,-349.4484201901822
1,Truthful Competitor 10,2,106.21182920181685
1,Truthful Competitor 10,3,55.169873225787164
1,Truthful Competitor 10,4,80.48952689040134
1,Truthful Competitor 10,5,39.76419610691731
1,Truthful Competitor 10,6,53.219242925233004
1,Truthful Competitor 10,7,68.7656833813237
1,Truthful Competitor 10,8,66.82474490260248
1,Truthful Competitor 10,9,56.19533755414582
1,Truthful Competitor 10,10,97.54938570241264
1,Truthful Competitor 10,11,38.506377987042114
1,Truthful Competitor 10,12,105.12561047974556
1,Truthful Competitor 10,13,72.98168285004814
1,Truthful Competitor 10,14,102.91488086374585
1,Truthful Competitor 10,15,79.5580727502058
1,Truthful Competitor 10,16,64.83806146899263
1,Truthful Competitor 10,17,32.64532229778585
1,Truthful Competitor 10,18,55.93081919542765
1,Truthful Competitor 10,19,90.02176707823708
1,Truthful Competitor 10,20,65.06060783782874
1,Truthful Competitor 10,21,82.47591331081526
1,Truthful Competitor 10,22,75.28514448262023
1,Truthful Competitor 10,23,78.03115134968577
1,Truthful Competitor 10,24,81.752308055424
2,Truthful Competitor 10,0,-17150.591040153955
2,Truthful Competitor 10,1,-1.1913824140075315
2,Truthful Competitor 10,2,58.674301904415486
2,Truthful Competitor 10,3,58.3849320423486
2,Truthful Competitor 10,4,105.61679251700207
2,Truthful Competitor 10,5,109.55314819027542
2,Truthful Competitor 10,6,85.50349667586049
2,Truthful Competitor 10,7,111.39168756100212
2,Truthful Competitor 10,8,86.68869533107771
2,Truthful Competitor 10,9,107.4480746680989
2,Truthful Competitor 10,10,68.52017131418167
2,Truthful Competitor 10,11,77.2497451596148
2,Truthful Competitor 10,12,90.24857065787411
2,Truthful Competitor 10,13,85.27625583047097
2,Truthful Competitor 10,14,69.61011025199923
2,Truthful Competitor 10,15,56.78744012429108
2,Truthful Competitor 10,16,97.93936953872364
2,Truthful Competitor 10,17,84.04463420833298
2,Truthful Competitor 10,18,98.57632590879552
2,Truthful Competitor 10,19,86.2224647488324
2,Truthful Competitor 10,20,93.64902259706687
2,Truthful Competitor 10,21,95.2644851670647
2,Truthful Competitor 10,22,73.45820882871475
2,Truthful Competitor 10,23,112.46241710348832
2,Truthful Competitor 10,24,116.1390352569561
0,Truthful Competitor 11,0,-24843.68522816887
0,Truthful Competitor 11,1,628.7605948989533
0,Truthful Competitor 11,2,1286.633287478177
0,Truthful Competitor 11,3,378.96111818871697
0,Truthful Competitor 11,4,1215.414268477925
0,Truthful Competitor 11,5,1342.2562761190325
0,Truthful Competitor 11,6,1281.8434644448575
0,Truthful Competitor 11,7,1442.536144004048
0,Truthful Competitor 11,8,1321.6292394462382
0,Truthful Competitor 11,9,1452.0774244321474
0,Truthful Competitor 11,10,1426.6337481335338
0,Truthful Competitor 11,11,1302.2514238845836
0,Truthful Competitor 11,12,1286.1762072197462
0,Truthful Competitor 11,13,1352.7138792660744
0,Truthful Competitor 11,14,1389.137865035889
0,Truthful Competitor 11,15,1283.3911404940277
0,Truthful Competitor 11,16,1319.733257979489
0,Truthful Competitor 11,17,1276.1965811307377
0,Truthful Competitor 11,18,1340.399884261984
0,Truthful Competitor 11,19,1315.381028052401
0,Truthful Competitor 11,20,1382.5207840533958
0,Truthful Competitor 11,21,1318.5830389530804
0,Truthful Competitor 11,22,1369.1439685433963
0,Truthful Competitor 11,23,1246.93973758312
0,Truthful Competitor 11,24,1277.4081820506192
1,Truthful Competitor 11,0,-17230.16509480999
1,Truthful Competitor 11,1,-50.0411018156083
1,Truthful Competitor 11,2,1329.2991886624839
1,Truthful Competitor 11,3,1291.5208384961177
1,Truthful Competitor 11,4,1375.20986466973
1,Truthful Competitor 11,5,1356.3927812132026
1,Truthful Competitor 11,6,1417.359770315283
1,Truthful Competitor 11,7,1329.3321702133144
1,Truthful Competitor 11,8,1331.9818080818145
1,Truthful Competitor 11,9,1350.9120618211948
1,Truthful Competitor 11,10,1445.8873342253594
1,Truthful Competitor 11,11,1327.6388955373163
1,Truthful Competitor 11,12,1361.4866091950541
1,Truthful Competitor 11,13,1396.9382762158325
1,Truthful Competitor 11,14,1419.0608643785615
1,Truthful Competitor 11,15,1295.315950302533
1,Truthful Competitor 11,16,1294.3813024647222
1,Truthful Competitor 11,17,1357.9883064102019
1,Truthful Competitor 11,18,1438.970861664692
1,Truthful Competitor 11,19,1290.9207212194156
1,Truthful Competitor 11,20,1364.885703088172
1,Truthful Competitor 11,21,1367.76498118743
1,Truthful Competitor 11,22,1385.3676818392091
1,Truthful Competitor 11,23,1288.5268496069154
1,Truthful Competitor 11,24,1341.504841653884
2,Truthful Competitor 11,0,-38507.19788634923
2,Truthful Competitor 11,1,923.8005934487843
2,Truthful Competitor 11,2,1228.122159657262
2,Truthful Competitor 11,3,1340.0149743478435
2,Truthful Competitor 11,4,1225.9859503092814
2,Truthful Competitor 11,5,1318.5532603213455
2,Truthful Competitor 11,6,1329.2481679596376
2,Truthful Competitor 11,7,1232.1161890522337
2,Truthful Competitor 11,8,1257.3092649303235
2,Truthful Competitor 11,9,1266.3562976509174
2,Truthful Competitor 11,10,1280.186408710157
2,Truthful Competitor 11,11,1303.810683062429
2,Truthful Competitor 11,12,1191.4156020316066
2,Truthful Competitor 11,13,1195.4749315456527
2,Truthful Competitor 11,14,1251.011679481506
2,Truthful Competitor 11,15,1272.2101424440687
2,Truthful Competitor 11,16,1305.0108715995798
2,Truthful Competitor 11,17,1269.9023566817518
2,Truthful Competitor 11,18,1378.2809789943553
2,Truthful Competitor 11,19,1298.0586703904453
2,Truthful Competitor 11,20,1310.6479925434453
2,Truthful Competitor 11,21,1367.1185121848855
2,Truthful Competitor 11,22,1232.0294220548583
2,Truthful Competitor 11,23,1368.2579616872436
2,Truthful Competitor 11,24,1290.6385148365123
0,Truthful Competitor 2,0,-1155.9007754731083
0,Truthful Competitor 2,1,479.27283775832655
0,Truthful Competitor 2,2,1136.2183669736094
0,Truthful Competitor 2,3,917.8055982074047
