Run,Iteration,Measure,Measure Name
0,0,90854.73497803384,Auction Revenue
0,1,24989.95273555943,Auction Revenue
0,2,20189.390252702105,Auction Revenue
0,3,25790.003158337146,Auction Revenue
0,4,20209.592411742164,Auction Revenue
0,5,19692.221361078493,Auction Revenue
0,6,19717.065198521632,Auction Revenue
0,7,19624.915038785417,Auction Revenue
0,8,19643.75468168022,Auction Revenue
0,9,19455.86314690692,Auction Revenue
0,10,19615.038384267107,Auction Revenue
0,11,19412.831402144482,Auction Revenue
0,12,19665.576152595295,Auction Revenue
0,13,19604.67053373232,Auction Revenue
0,14,19427.71586318143,Auction Revenue
0,15,19447.126347214136,Auction Revenue
0,16,19652.505465623784,Auction Revenue
0,17,19788.215468312395,Auction Revenue
0,18,19302.5165845096,Auction Revenue
0,19,19652.374223813673,Auction Revenue
0,20,19261.63147433992,Auction Revenue
0,21,19405.655475982596,Auction Revenue
0,22,19426.616920959714,Auction Revenue
0,23,19393.344426811334,Auction Revenue
0,24,19300.09156846701,Auction Revenue
1,0,107949.50763356997,Auction Revenue
1,1,24930.374373773466,Auction Revenue
1,2,16854.77229555038,Auction Revenue
1,3,18336.44550625409,Auction Revenue
1,4,18627.62587897321,Auction Revenue
1,5,18933.74675764089,Auction Revenue
1,6,18876.830543003474,Auction Revenue
1,7,19011.54306580402,Auction Revenue
1,8,19141.33385546074,Auction Revenue
1,9,18787.898093646476,Auction Revenue
1,10,18964.18118402694,Auction Revenue
1,11,19277.980380789377,Auction Revenue
1,12,19219.07406880621,Auction Revenue
1,13,19362.092654389387,Auction Revenue
1,14,19085.359139250835,Auction Revenue
1,15,19353.86018020806,Auction Revenue
1,16,19211.404913457973,Auction Revenue
1,17,19086.11169703291,Auction Revenue
1,18,19139.202469289892,Auction Revenue
1,19,19408.304104957067,Auction Revenue
1,20,19447.09335788308,Auction Revenue
1,21,19038.694085318282,Auction Revenue
1,22,19263.5466759533,Auction Revenue
1,23,19415.176679839766,Auction Revenue
1,24,19331.037881794146,Auction Revenue
2,0,102381.0806454574,Auction Revenue
2,1,23310.67004044303,Auction Revenue
2,2,19455.462643589195,Auction Revenue
2,3,20027.332369635158,Auction Revenue
2,4,20130.476838293896,Auction Revenue
2,5,20117.682982428807,Auction Revenue
2,6,20068.129544913805,Auction Revenue
2,7,20091.860781763637,Auction Revenue
2,8,19999.820040495666,Auction Revenue
2,9,19923.86006517604,Auction Revenue
2,10,19821.489069522555,Auction Revenue
2,11,20138.951053405017,Auction Revenue
2,12,20112.761351554356,Auction Revenue
2,13,19780.424461660903,Auction Revenue
2,14,19876.95148535174,Auction Revenue
2,15,19854.581278334816,Auction Revenue
2,16,19901.781534701855,Auction Revenue
2,17,20071.761342045924,Auction Revenue
2,18,19782.01503795027,Auction Revenue
2,19,19921.266201591956,Auction Revenue
2,20,19963.54510890843,Auction Revenue
2,21,20005.710885368342,Auction Revenue
2,22,19790.144179408853,Auction Revenue
2,23,19693.66005074513,Auction Revenue
2,24,19922.178794655367,Auction Revenue
0,0,-74026.42007277149,Social Surplus
0,1,8387.486088074704,Social Surplus
0,2,16232.546498771537,Social Surplus
0,3,4549.796913284163,Social Surplus
0,4,16355.192053595512,Social Surplus
0,5,16843.831035193238,Social Surplus
0,6,16520.37310706878,Social Surplus
0,7,16894.976651432593,Social Surplus
0,8,16930.706294688796,Social Surplus
0,9,17066.788619614694,Social Surplus
0,10,16876.064100923395,Social Surplus
0,11,16872.77370122846,Social Surplus
0,12,16913.95460352919,Social Surplus
0,13,16866.201794302633,Social Surplus
0,14,17262.101723780568,Social Surplus
0,15,16877.36026460324,Social Surplus
0,16,16719.858118857555,Social Surplus
0,17,16619.456204539812,Social Surplus
0,18,17284.43253394351,Social Surplus
0,19,16723.096132979586,Social Surplus
0,20,17169.179410478977,Social Surplus
0,21,16901.2143777177,Social Surplus
0,22,16917.59179971519,Social Surplus
0,23,16788.373438918,Social Surplus
0,24,17108.617616706713,Social Surplus
1,0,-101710.96512956124,Social Surplus
1,1,837.3792841700551,Social Surplus
1,2,15551.297756218812,Social Surplus
1,3,17447.287911759144,Social Surplus
1,4,17730.03087186684,Social Surplus
1,5,17069.905632950173,Social Surplus
1,6,17325.51327271783,Social Surplus
1,7,17568.283637706194,Social Surplus
1,8,16991.3442320104,Social Surplus
1,9,17831.4808177501,Social Surplus
1,10,17630.619902232964,Social Surplus
1,11,17576.764108236057,Social Surplus
1,12,17399.724242751738,Social Surplus
1,13,17184.434345634738,Social Surplus
1,14,17568.64555971983,Social Surplus
1,15,17119.348305006853,Social Surplus
1,16,17235.32100225559,Social Surplus
1,17,17438.63281829752,Social Surplus
