Run,Agent,Iteration,Underbid Regret
0,PPO Bidder - Net Utility 1,0,-48039.96007937868
0,PPO Bidder - Net Utility 1,1,-5055.237018896428
0,PPO Bidder - Net Utility 1,2,-3967.6858357315873
0,PPO Bidder - Net Utility 1,3,-4750.33350321736
0,PPO Bidder - Net Utility 1,4,-4056.368459853487
0,PPO Bidder - Net Utility 1,5,-3985.634619775667
0,PPO Bidder - Net Utility 1,6,-3911.082548611948
0,PPO Bidder - Net Utility 1,7,-3779.2422822570666
0,PPO Bidder - Net Utility 1,8,-3789.3733660841144
0,PPO Bidder - Net Utility 1,9,-3955.09250356156
0,PPO Bidder - Net Utility 1,10,-3935.2786065940018
0,PPO Bidder - Net Utility 1,11,-3872.471114637141
0,PPO Bidder - Net Utility 1,12,-3837.8780595353437
0,PPO Bidder - Net Utility 1,13,-3776.1082516821316
0,PPO Bidder - Net Utility 1,14,-3864.402095393724
0,PPO Bidder - Net Utility 1,15,-3862.5255035593837
0,PPO Bidder - Net Utility 1,16,-3809.5220844586074
0,PPO Bidder - Net Utility 1,17,-3810.4956907773203
0,PPO Bidder - Net Utility 1,18,-3797.1833902215244
0,PPO Bidder - Net Utility 1,19,-3850.527377908543
0,PPO Bidder - Net Utility 1,20,-3688.527196337879
0,PPO Bidder - Net Utility 1,21,-3813.074761544691
0,PPO Bidder - Net Utility 1,22,-3791.5277079320886
0,PPO Bidder - Net Utility 1,23,-3839.7107829990764
0,PPO Bidder - Net Utility 1,24,-3869.415728942954
0,Truthful Competitor 2,0,-26335.764079709144
0,Truthful Competitor 2,1,-6295.454223969212
0,Truthful Competitor 2,2,-4236.828916055306
0,Truthful Competitor 2,3,-4621.928717039315
0,Truthful Competitor 2,4,-4097.257862720398
0,Truthful Competitor 2,5,-4013.546430191711
0,Truthful Competitor 2,6,-4059.203806233253
0,Truthful Competitor 2,7,-3905.063117059496
0,Truthful Competitor 2,8,-3927.167551659446
0,Truthful Competitor 2,9,-3996.9009090484165
0,Truthful Competitor 2,10,-3983.8846947191005
0,Truthful Competitor 2,11,-3911.900713018566
0,Truthful Competitor 2,12,-3907.6917868495616
0,Truthful Competitor 2,13,-3914.864573753167
0,Truthful Competitor 2,14,-3833.551862403896
0,Truthful Competitor 2,15,-3866.191140154815
0,Truthful Competitor 2,16,-3911.719092594278
0,Truthful Competitor 2,17,-3871.947930671732
0,Truthful Competitor 2,18,-3808.169084177829
0,Truthful Competitor 2,19,-3877.9572459586143
0,Truthful Competitor 2,20,-3824.188158861157
0,Truthful Competitor 2,21,-3785.837313564429
0,Truthful Competitor 2,22,-3823.024898715448
0,Truthful Competitor 2,23,-3755.6494142628326
0,Truthful Competitor 2,24,-3809.7990160399127
0,Truthful Competitor 3,0,-24601.396384680917
0,Truthful Competitor 3,1,-6146.890003110249
0,Truthful Competitor 3,2,-5566.222985315065
0,Truthful Competitor 3,3,-7981.834731945103
0,Truthful Competitor 3,4,-5451.036678919401
0,Truthful Competitor 3,5,-5281.380448061949
0,Truthful Competitor 3,6,-5253.324989829976
0,Truthful Competitor 3,7,-5215.53116973816
0,Truthful Competitor 3,8,-5204.661555207162
0,Truthful Competitor 3,9,-5155.503751893896
0,Truthful Competitor 3,10,-5149.736846689261
0,Truthful Competitor 3,11,-5132.467958168388
0,Truthful Competitor 3,12,-5010.9245127613585
0,Truthful Competitor 3,13,-4991.609755007171
0,Truthful Competitor 3,14,-5006.305503847279
0,Truthful Competitor 3,15,-4961.197549146055
0,Truthful Competitor 3,16,-5073.621961246119
0,Truthful Competitor 3,17,-5091.2910851618235
0,Truthful Competitor 3,18,-4943.003413669675
0,Truthful Competitor 3,19,-5045.833656539886
0,Truthful Competitor 3,20,-4925.760199693703
0,Truthful Competitor 3,21,-4972.888874096756
0,Truthful Competitor 3,22,-4956.70692498523
0,Truthful Competitor 3,23,-4896.03528743319
0,Truthful Competitor 3,24,-4939.07846876283
0,Truthful Competitor 4,0,-30514.973224656198
0,Truthful Competitor 4,1,-5887.01842269026
0,Truthful Competitor 4,2,-4669.947591803572
0,Truthful Competitor 4,3,-5316.5406053977
0,Truthful Competitor 4,4,-4508.776721182986
0,Truthful Competitor 4,5,-4350.306612296672
0,Truthful Competitor 4,6,-4375.743090350629
0,Truthful Competitor 4,7,-4135.9471226000205
0,Truthful Competitor 4,8,-4282.57426813939
0,Truthful Competitor 4,9,-4227.330065820882
0,Truthful Competitor 4,10,-4249.32132177797
0,Truthful Competitor 4,11,-4104.158024597493
0,Truthful Competitor 4,12,-4218.917120551904
0,Truthful Competitor 4,13,-4152.36275012184
0,Truthful Competitor 4,14,-4179.284502625824
0,Truthful Competitor 4,15,-4085.900091726814
0,Truthful Competitor 4,16,-4265.209685997217
0,Truthful Competitor 4,17,-4080.3646515118403
0,Truthful Competitor 4,18,-4176.167351657474
0,Truthful Competitor 4,19,-4214.082927228266
0,Truthful Competitor 4,20,-4097.773188537998
0,Truthful Competitor 4,21,-4190.741049703451
0,Truthful Competitor 4,22,-4109.921562286086
0,Truthful Competitor 4,23,-4146.47578860035
0,Truthful Competitor 4,24,-4131.700970172114
0,Truthful Competitor 5,0,-27025.06226912792
0,Truthful Competitor 5,1,-5675.097827753956
0,Truthful Competitor 5,2,-4309.340170650018
0,Truthful Competitor 5,3,-4384.294004241546
0,Truthful Competitor 5,4,-4140.040168302413
0,Truthful Competitor 5,5,-4140.053415999811
0,Truthful Competitor 5,6,-4054.955815171027
0,Truthful Competitor 5,7,-3926.051674941587
0,Truthful Competitor 5,8,-3938.1298641613666
0,Truthful Competitor 5,9,-3941.4614983780993
0,Truthful Competitor 5,10,-3899.8582519933952
0,Truthful Competitor 5,11,-3850.7420338074558
0,Truthful Competitor 5,12,-3861.6152937008674
0,Truthful Competitor 5,13,-3783.38869830886
0,Truthful Competitor 5,14,-3809.1554468201416
0,Truthful Competitor 5,15,-3768.5188287930873
0,Truthful Competitor 5,16,-3833.472434009705
0,Truthful Competitor 5,17,-3766.8766727834745
0,Truthful Competitor 5,18,-3736.191099127449
0,Truthful Competitor 5,19,-3747.1849324156656
0,Truthful Competitor 5,20,-3667.917926511235
0,Truthful Competitor 5,21,-3682.4709309872214
0,Truthful Competitor 5,22,-3717.6126078378993
0,Truthful Competitor 5,23,-3760.0734063319733
0,Truthful Competitor 5,24,-3737.783685984772
0,Truthful Competitor 6,0,-41350.50061065134
0,Truthful Competitor 6,1,-3984.92617327535
0,Truthful Competitor 6,2,-3006.632839462645
0,Truthful Competitor 6,3,-3092.8904757420564
0,Truthful Competitor 6,4,-2952.52057865791
0,Truthful Competitor 6,5,-2902.8957320602526
0,Truthful Competitor 6,6,-2946.6631219148358
0,Truthful Competitor 6,7,-3222.6028922675628
0,Truthful Competitor 6,8,-2992.9805309667922
0,Truthful Competitor 6,9,-2927.201453493566
0,Truthful Competitor 6,10,-2778.7099944862653
0,Truthful Competitor 6,11,-2925.348702305384
0,Truthful Competitor 6,12,-2689.5062759199773
0,Truthful Competitor 6,13,-2891.162209339935
0,Truthful Competitor 6,14,-2925.206317638508
0,Truthful Competitor 6,15,-3156.647904648714
0,Truthful Competitor 6,16,-3205.510235506383
0,Truthful Competitor 6,17,-3132.9115559541333
0,Truthful Competitor 6,18,-2978.964602513752
0,Truthful Competitor 6,19,-2795.241641242459
0,Truthful Competitor 6,20,-2837.2700044579055
0,Truthful Competitor 6,21,-2809.868649850484
0,Truthful Competitor 6,22,-2901.51299084259
0,Truthful Competitor 6,23,-2902.2748041070818
0,Truthful Competitor 6,24,-2979.3623162275026
0,Truthful Competitor 7,0,-19280.57996089181
0,Truthful Competitor 7,1,-7466.307583298114
0,Truthful Competitor 7,2,-4193.847469618384
0,Truthful Competitor 7,3,-5961.2907020879975
0,Truthful Competitor 7,4,-4150.434225191074
0,Truthful Competitor 7,5,-4012.132566079483
0,Truthful Competitor 7,6,-4080.093492447632
0,Truthful Competitor 7,7,-4003.0761762957795
0,Truthful Competitor 7,8,-4115.624036676565
0,Truthful Competitor 7,9,-3968.8559253311655
0,Truthful Competitor 7,10,-3967.7119646841693
0,Truthful Competitor 7,11,-4036.585329356307
0,Truthful Competitor 7,12,-4065.2199451891915
0,Truthful Competitor 7,13,-4098.996036913714
0,Truthful Competitor 7,14,-4088.7760149498304
0,Truthful Competitor 7,15,-4010.084720610505
0,Truthful Competitor 7,16,-4014.005585616874
0,Truthful Competitor 7,17,-4124.900740301538
0,Truthful Competitor 7,18,-3981.6231306969125
0,Truthful Competitor 7,19,-4067.596416051503
0,Truthful Competitor 7,20,-4065.379579221857
0,Truthful Competitor 7,21,-4044.444696727236
0,Truthful Competitor 7,22,-3963.6803985386346
0,Truthful Competitor 7,23,-4019.582160527085
0,Truthful Competitor 7,24,-4023.8778569346678
0,Truthful Competitor 8,0,-28286.451654221684
0,Truthful Competitor 8,1,-7282.5191973058745
0,Truthful Competitor 8,2,-8069.325266547766
0,Truthful Competitor 8,3,-8622.12406893132
0,Truthful Competitor 8,4,-7766.105127756756
0,Truthful Competitor 8,5,-7520.373685399153
0,Truthful Competitor 8,6,-7582.772383405368
0,Truthful Competitor 8,7,-7457.117966194536
0,Truthful Competitor 8,8,-7517.568401537741
0,Truthful Competitor 8,9,-7265.599951955459
0,Truthful Competitor 8,10,-7264.315407964371
0,Truthful Competitor 8,11,-7409.610351722765
0,Truthful Competitor 8,12,-7386.055754728165
0,Truthful Competitor 8,13,-7644.464371245265
0,Truthful Competitor 8,14,-7421.877321612022
0,Truthful Competitor 8,15,-7465.18886370275
0,Truthful Competitor 8,16,-7332.4321723901985
0,Truthful Competitor 8,17,-7472.656941285398
0,Truthful Competitor 8,18,-7320.494637772995
0,Truthful Competitor 8,19,-7454.041038343533
0,Truthful Competitor 8,20,-7354.258350490047
0,Truthful Competitor 8,21,-7328.814860760362
0,Truthful Competitor 8,22,-7264.393408201954
0,Truthful Competitor 8,23,-7316.758152064293
0,Truthful Competitor 8,24,-7272.690927839581
0,Truthful Competitor 9,0,-29762.383505375226
0,Truthful Competitor 9,1,-5373.427482789186
0,Truthful Competitor 9,2,-3029.191494832921
0,Truthful Competitor 9,3,-9360.496758802632
0,Truthful Competitor 9,4,-6832.431075539361
0,Truthful Competitor 9,5,-5957.064640770058
0,Truthful Competitor 9,6,-5152.906276715125
0,Truthful Competitor 9,7,-6055.549677544534
0,Truthful Competitor 9,8,-6281.943651248351
0,Truthful Competitor 9,9,-5781.970994892563
0,Truthful Competitor 9,10,-5284.413783365681
0,Truthful Competitor 9,11,-5074.009662578807
0,Truthful Competitor 9,12,-6976.348300014698
0,Truthful Competitor 9,13,-6400.488751201721
0,Truthful Competitor 9,14,-5737.361458001958
0,Truthful Competitor 9,15,-6331.300925964532
0,Truthful Competitor 9,16,-7041.316295897283
0,Truthful Competitor 9,17,-7020.866738662257
0,Truthful Competitor 9,18,-6417.44603370386
0,Truthful Competitor 9,19,-6571.469337077439
0,Truthful Competitor 9,20,-5999.1027552541445
0,Truthful Competitor 9,21,-6268.287779094351
0,Truthful Competitor 9,22,-6763.180837676335
0,Truthful Competitor 9,23,-6585.028615364674
0,Truthful Competitor 9,24,-6143.107969416221
0,Truthful Competitor 10,0,-39965.69243483698
0,Truthful Competitor 10,1,-6533.631385432116
0,Truthful Competitor 10,2,-4878.067937168045
0,Truthful Competitor 10,3,-4733.915200338837
0,Truthful Competitor 10,4,-4944.758628149467
0,Truthful Competitor 10,5,-4701.294171710681
0,Truthful Competitor 10,6,-4777.088208330329
