Run,Agent,Iteration,Total Spend
0,PPO Bidder - Net Utility 1,0,1348.49200932077
0,PPO Bidder - Net Utility 1,1,3091.733507874773
0,PPO Bidder - Net Utility 1,2,3077.348411682245
0,PPO Bidder - Net Utility 1,3,2969.9782983533305
0,PPO Bidder - Net Utility 1,4,3132.637309799227
0,PPO Bidder - Net Utility 1,5,3117.524351088552
0,PPO Bidder - Net Utility 1,6,3140.5334817590447
0,PPO Bidder - Net Utility 1,7,3119.9691242925437
0,PPO Bidder - Net Utility 1,8,3081.0005013539776
0,PPO Bidder - Net Utility 1,9,3051.2047821581496
0,PPO Bidder - Net Utility 1,10,2980.8556383463933
0,PPO Bidder - Net Utility 1,11,3012.656134724119
0,PPO Bidder - Net Utility 1,12,2989.8058541004684
0,PPO Bidder - Net Utility 1,13,2994.2485843183476
0,PPO Bidder - Net Utility 1,14,2898.49361649298
0,PPO Bidder - Net Utility 1,15,2738.4764591602575
0,PPO Bidder - Net Utility 1,16,2776.757412510447
0,PPO Bidder - Net Utility 1,17,2675.184073112589
0,PPO Bidder - Net Utility 1,18,2730.5431754560204
0,PPO Bidder - Net Utility 1,19,2780.567292163743
0,PPO Bidder - Net Utility 1,20,2691.4229005556135
0,PPO Bidder - Net Utility 1,21,2687.7690182239467
0,PPO Bidder - Net Utility 1,22,2647.4087173077864
0,PPO Bidder - Net Utility 1,23,2521.916574786939
0,PPO Bidder - Net Utility 1,24,2661.3796724804793
0,Truthful Competitor 2,0,1359.870405086757
0,Truthful Competitor 2,1,2661.8594582918395
0,Truthful Competitor 2,2,1764.3343659425173
0,Truthful Competitor 2,3,1413.7241679916651
0,Truthful Competitor 2,4,1621.7220094915656
0,Truthful Competitor 2,5,1626.9323945307744
0,Truthful Competitor 2,6,1600.5514416853232
0,Truthful Competitor 2,7,1474.7757241707181
0,Truthful Competitor 2,8,1481.1459206874297
0,Truthful Competitor 2,9,1617.6797047388918
0,Truthful Competitor 2,10,1625.5623128595003
0,Truthful Competitor 2,11,1578.0572825279132
0,Truthful Competitor 2,12,1589.9529998234482
0,Truthful Competitor 2,13,1653.7983287383074
0,Truthful Competitor 2,14,1556.913259754086
0,Truthful Competitor 2,15,1628.3725485530751
0,Truthful Competitor 2,16,1599.8081884944222
0,Truthful Competitor 2,17,1585.4310633981668
0,Truthful Competitor 2,18,1606.0715176128915
0,Truthful Competitor 2,19,1615.1180381682632
0,Truthful Competitor 2,20,1607.0891933805065
0,Truthful Competitor 2,21,1560.5717325290136
0,Truthful Competitor 2,22,1578.6788450421313
0,Truthful Competitor 2,23,1689.6377102766248
0,Truthful Competitor 2,24,1603.1002046550007
0,Truthful Competitor 3,0,29142.52488379292
0,Truthful Competitor 3,1,4099.150944142446
0,Truthful Competitor 3,2,3753.74321023806
0,Truthful Competitor 3,3,2809.674456336338
0,Truthful Competitor 3,4,3951.963951012738
0,Truthful Competitor 3,5,3681.448085412433
0,Truthful Competitor 3,6,3665.3529195716924
0,Truthful Competitor 3,7,3758.667236312679
0,Truthful Competitor 3,8,3712.647749628447
0,Truthful Competitor 3,9,3641.201920418792
0,Truthful Competitor 3,10,3714.234971712221
0,Truthful Competitor 3,11,3697.9528057795333
0,Truthful Competitor 3,12,3683.676689628516
0,Truthful Competitor 3,13,3562.720038482127
0,Truthful Competitor 3,14,3599.066267954205
0,Truthful Competitor 3,15,3541.25414505903
0,Truthful Competitor 3,16,3699.3938997974856
0,Truthful Competitor 3,17,3739.7699156577546
0,Truthful Competitor 3,18,3556.410871580212
0,Truthful Competitor 3,19,3614.9299422196023
0,Truthful Competitor 3,20,3679.0244404821065
0,Truthful Competitor 3,21,3761.7616565281455
0,Truthful Competitor 3,22,3607.701435305134
0,Truthful Competitor 3,23,3650.372242728389
0,Truthful Competitor 3,24,3665.277099506315
0,Truthful Competitor 4,0,984.5586601520715
0,Truthful Competitor 4,1,1304.6264327619103
0,Truthful Competitor 4,2,1180.4080940205408
0,Truthful Competitor 4,3,616.2207384851351
0,Truthful Competitor 4,4,1245.2961625706162
0,Truthful Competitor 4,5,1244.7522198180827
0,Truthful Competitor 4,6,1215.6672800273286
0,Truthful Competitor 4,7,1098.65280972555
0,Truthful Competitor 4,8,1162.1717005011717
0,Truthful Competitor 4,9,1165.9958853791202
0,Truthful Competitor 4,10,1119.384310951
0,Truthful Competitor 4,11,1056.594237855341
0,Truthful Competitor 4,12,1206.261035323327
0,Truthful Competitor 4,13,1082.3955864416394
0,Truthful Competitor 4,14,1178.9124193876876
0,Truthful Competitor 4,15,1115.9492057976788
0,Truthful Competitor 4,16,1227.897495463552
0,Truthful Competitor 4,17,1092.7332150525274
0,Truthful Competitor 4,18,1141.0376520670843
0,Truthful Competitor 4,19,1217.1794494379312
0,Truthful Competitor 4,20,1097.9883201687396
0,Truthful Competitor 4,21,1167.910440666544
0,Truthful Competitor 4,22,1119.8014859553994
0,Truthful Competitor 4,23,1119.8649301288247
0,Truthful Competitor 4,24,1163.9569259301088
0,Truthful Competitor 5,0,9883.020283201957
0,Truthful Competitor 5,1,1558.2089874653661
0,Truthful Competitor 5,2,1102.9134687860899
0,Truthful Competitor 5,3,1071.296167875514
0,Truthful Competitor 5,4,1072.4167045025656
0,Truthful Competitor 5,5,1105.5406662015457
0,Truthful Competitor 5,6,1108.9301337303975
0,Truthful Competitor 5,7,1015.2737544782698
0,Truthful Competitor 5,8,1064.3776379103854
0,Truthful Competitor 5,9,1052.3378114321993
0,Truthful Competitor 5,10,1057.4465130858468
0,Truthful Competitor 5,11,1045.30399416065
0,Truthful Competitor 5,12,1069.906594629719
0,Truthful Competitor 5,13,992.1596779535784
0,Truthful Competitor 5,14,1084.6491573305595
0,Truthful Competitor 5,15,1125.1488582832415
0,Truthful Competitor 5,16,1121.80539729935
0,Truthful Competitor 5,17,1142.840147616775
0,Truthful Competitor 5,18,1114.4998168609482
0,Truthful Competitor 5,19,1072.0602243440378
0,Truthful Competitor 5,20,1082.5435059775257
0,Truthful Competitor 5,21,1104.6177344821494
0,Truthful Competitor 5,22,1172.1829363904271
0,Truthful Competitor 5,23,1192.6966609460221
0,Truthful Competitor 5,24,1141.8868792485382
0,Truthful Competitor 6,0,496.35145783421166
0,Truthful Competitor 6,1,265.85254181995424
0,Truthful Competitor 6,2,183.88657055025303
0,Truthful Competitor 6,3,148.46546827652062
0,Truthful Competitor 6,4,159.8077631003401
0,Truthful Competitor 6,5,161.23770936295008
0,Truthful Competitor 6,6,175.742065295834
0,Truthful Competitor 6,7,248.68627435978914
0,Truthful Competitor 6,8,191.39231141009355
0,Truthful Competitor 6,9,184.10916459412235
0,Truthful Competitor 6,10,140.87184573529672
0,Truthful Competitor 6,11,177.9167329803989
0,Truthful Competitor 6,12,131.55484898507507
