Run,Agent,Iteration,Underbid Regret
1,Truthful Oracle 6,1,-700.8619668462007
1,Truthful Oracle 6,2,-737.144482807706
1,Truthful Oracle 6,3,-725.2977556176538
1,Truthful Oracle 6,4,-710.6766076877939
1,Truthful Oracle 6,5,-702.1800267709718
1,Truthful Oracle 6,6,-736.2178075697503
1,Truthful Oracle 6,7,-728.5379313770675
1,Truthful Oracle 6,8,-736.1564068235938
1,Truthful Oracle 6,9,-775.7530483819271
1,Truthful Oracle 6,10,-727.1495893024169
1,Truthful Oracle 6,11,-732.8138507743652
1,Truthful Oracle 6,12,-737.9683380934081
1,Truthful Oracle 6,13,-768.5041646566251
1,Truthful Oracle 6,14,-713.0433642370285
1,Truthful Oracle 6,15,-718.8513394682485
1,Truthful Oracle 6,16,-719.7539903802488
1,Truthful Oracle 6,17,-724.2049726256149
1,Truthful Oracle 6,18,-741.3286615244324
1,Truthful Oracle 6,19,-747.1978559575828
2,Truthful Oracle 1,0,-709.5443983218606
2,Truthful Oracle 1,1,-677.5207141704955
2,Truthful Oracle 1,2,-674.6008959364448
2,Truthful Oracle 1,3,-658.7647053352424
2,Truthful Oracle 1,4,-698.2679903284268
2,Truthful Oracle 1,5,-668.4145754903406
2,Truthful Oracle 1,6,-659.6331654255296
2,Truthful Oracle 1,7,-712.6713757368378
2,Truthful Oracle 1,8,-674.8058267302993
2,Truthful Oracle 1,9,-685.7349661378187
2,Truthful Oracle 1,10,-699.472637931893
2,Truthful Oracle 1,11,-686.3652086689631
2,Truthful Oracle 1,12,-703.56635644166
2,Truthful Oracle 1,13,-705.8810152227836
2,Truthful Oracle 1,14,-693.4220320330719
2,Truthful Oracle 1,15,-656.9702384282912
2,Truthful Oracle 1,16,-704.4002849428814
2,Truthful Oracle 1,17,-711.4849950708906
2,Truthful Oracle 1,18,-677.3982611216757
2,Truthful Oracle 1,19,-680.304800467978
2,Truthful Oracle 2,0,-698.1117408224618
2,Truthful Oracle 2,1,-670.5213846778408
2,Truthful Oracle 2,2,-686.9417313295488
2,Truthful Oracle 2,3,-656.7481446424451
2,Truthful Oracle 2,4,-682.1493616266479
2,Truthful Oracle 2,5,-710.0176719858493
2,Truthful Oracle 2,6,-694.9474189003834
2,Truthful Oracle 2,7,-710.0671255817736
2,Truthful Oracle 2,8,-716.9124871597314
2,Truthful Oracle 2,9,-675.8254882333506
2,Truthful Oracle 2,10,-698.426835403829
2,Truthful Oracle 2,11,-672.0607983356422
2,Truthful Oracle 2,12,-674.5848671620961
2,Truthful Oracle 2,13,-681.3507447990551
2,Truthful Oracle 2,14,-705.7386351492996
2,Truthful Oracle 2,15,-684.359097563919
2,Truthful Oracle 2,16,-741.5966932814322
2,Truthful Oracle 2,17,-696.307618323906
2,Truthful Oracle 2,18,-688.1002490186211
2,Truthful Oracle 2,19,-708.9394757693901
2,Truthful Oracle 3,0,-829.971116559796
2,Truthful Oracle 3,1,-817.5734834392995
2,Truthful Oracle 3,2,-810.4627730429308
2,Truthful Oracle 3,3,-854.4730173059503
2,Truthful Oracle 3,4,-822.9792632220924
2,Truthful Oracle 3,5,-819.9845503096541
2,Truthful Oracle 3,6,-861.4896621810913
2,Truthful Oracle 3,7,-793.3871199200038
2,Truthful Oracle 3,8,-812.7238102268575
2,Truthful Oracle 3,9,-847.3272533056168
2,Truthful Oracle 3,10,-785.148234504097
2,Truthful Oracle 3,11,-855.3498948692055
2,Truthful Oracle 3,12,-829.5737297429623
2,Truthful Oracle 3,13,-793.3438752338516
2,Truthful Oracle 3,14,-850.2083362574891
2,Truthful Oracle 3,15,-843.7980292830655
2,Truthful Oracle 3,16,-815.9018766474433
2,Truthful Oracle 3,17,-819.6553054449689
2,Truthful Oracle 3,18,-823.2944048286445
2,Truthful Oracle 3,19,-831.7557011817672
2,Truthful Oracle 4,0,-507.5892509701838
2,Truthful Oracle 4,1,-493.70135195878834
2,Truthful Oracle 4,2,-517.8068899913359
2,Truthful Oracle 4,3,-490.188950092245
2,Truthful Oracle 4,4,-502.48924860488887
2,Truthful Oracle 4,5,-539.8464770837172
2,Truthful Oracle 4,6,-511.78030091652363
2,Truthful Oracle 4,7,-505.23712752223616
2,Truthful Oracle 4,8,-485.9398836000164
2,Truthful Oracle 4,9,-520.6326459553225
2,Truthful Oracle 4,10,-509.2091595854964
2,Truthful Oracle 4,11,-527.0875363164038
2,Truthful Oracle 4,12,-525.4922708407063
2,Truthful Oracle 4,13,-512.1289756680436
2,Truthful Oracle 4,14,-492.0427471982201
2,Truthful Oracle 4,15,-505.5045418543179
2,Truthful Oracle 4,16,-515.6125952125951
2,Truthful Oracle 4,17,-512.6445436989179
2,Truthful Oracle 4,18,-514.9111097137275
2,Truthful Oracle 4,19,-494.74884737325874
2,Truthful Oracle 5,0,-666.728150915552
2,Truthful Oracle 5,1,-667.0315936759387
2,Truthful Oracle 5,2,-666.991106441672
2,Truthful Oracle 5,3,-690.909926539752
2,Truthful Oracle 5,4,-668.7311921017852
2,Truthful Oracle 5,5,-660.1610441936316
2,Truthful Oracle 5,6,-683.2837864979889
2,Truthful Oracle 5,7,-674.935211725101
2,Truthful Oracle 5,8,-690.9176347382912
2,Truthful Oracle 5,9,-664.4896725350401
2,Truthful Oracle 5,10,-672.4934385191963
2,Truthful Oracle 5,11,-618.0876257641046
2,Truthful Oracle 5,12,-664.9440830540608
2,Truthful Oracle 5,13,-682.7549196442737
2,Truthful Oracle 5,14,-715.148041761484
2,Truthful Oracle 5,15,-685.1931984511326
2,Truthful Oracle 5,16,-658.0730269905332
2,Truthful Oracle 5,17,-708.6295608420783
2,Truthful Oracle 5,18,-652.1925833177083
2,Truthful Oracle 5,19,-696.5264091442789
2,Truthful Oracle 6,0,-737.4405941847103
2,Truthful Oracle 6,1,-754.2014281736715
2,Truthful Oracle 6,2,-736.0813102218347
2,Truthful Oracle 6,3,-731.3918574184563
2,Truthful Oracle 6,4,-759.4599866751266
2,Truthful Oracle 6,5,-694.302645805883
2,Truthful Oracle 6,6,-710.5815639276693
2,Truthful Oracle 6,7,-741.8070086204395
2,Truthful Oracle 6,8,-755.8537333907311
2,Truthful Oracle 6,9,-683.5916916631438
2,Truthful Oracle 6,10,-708.1512082511474
2,Truthful Oracle 6,11,-741.6012052765002
2,Truthful Oracle 6,12,-751.0966781793826
2,Truthful Oracle 6,13,-724.6536233377268
2,Truthful Oracle 6,14,-701.4156764696586
2,Truthful Oracle 6,15,-752.1141603105625
2,Truthful Oracle 6,16,-699.8646337701728
2,Truthful Oracle 6,17,-710.771637044478
2,Truthful Oracle 6,18,-721.6715976324131
2,Truthful Oracle 6,19,-730.1577479979346
