Run,Iteration,Measure,Measure Name
0,0,99125.23256248265,Auction Revenue
0,1,40196.149307871856,Auction Revenue
0,2,20502.257934039026,Auction Revenue
0,3,21517.959906339493,Auction Revenue
0,4,21927.134059207398,Auction Revenue
0,5,22434.190197337135,Auction Revenue
0,6,22612.112262596635,Auction Revenue
0,7,22542.67887765828,Auction Revenue
0,8,22628.810593106733,Auction Revenue
0,9,22445.186032095262,Auction Revenue
0,10,22559.819436405647,Auction Revenue
0,11,22241.269975282034,Auction Revenue
0,12,22564.11382342019,Auction Revenue
0,13,22200.971628961484,Auction Revenue
0,14,23106.77948965831,Auction Revenue
0,15,22357.93427347759,Auction Revenue
0,16,22559.009724505024,Auction Revenue
0,17,22518.37959971616,Auction Revenue
0,18,22180.334630154655,Auction Revenue
0,19,22797.77592363932,Auction Revenue
0,20,22562.61802475228,Auction Revenue
0,21,22750.454485158258,Auction Revenue
0,22,22506.93663137281,Auction Revenue
0,23,22362.41708035568,Auction Revenue
0,24,22553.0385681245,Auction Revenue
1,0,100423.21028271598,Auction Revenue
1,1,41951.33650048521,Auction Revenue
1,2,22519.81723528222,Auction Revenue
1,3,21498.646713179493,Auction Revenue
1,4,21310.045074680984,Auction Revenue
1,5,21265.611519409907,Auction Revenue
1,6,21484.652453093317,Auction Revenue
1,7,21654.523695703745,Auction Revenue
1,8,21403.81892610451,Auction Revenue
1,9,21808.282421481894,Auction Revenue
1,10,21542.064663669422,Auction Revenue
1,11,21646.782942176575,Auction Revenue
1,12,21386.89304607345,Auction Revenue
1,13,21358.54636218046,Auction Revenue
1,14,21692.390027536396,Auction Revenue
1,15,21988.9966327705,Auction Revenue
1,16,21991.947818614655,Auction Revenue
1,17,21598.57061888188,Auction Revenue
1,18,21650.11438008098,Auction Revenue
1,19,21633.702984706735,Auction Revenue
1,20,21594.62480499295,Auction Revenue
1,21,21842.560662938515,Auction Revenue
1,22,22086.503041911383,Auction Revenue
1,23,21693.103671597037,Auction Revenue
1,24,21736.32337160369,Auction Revenue
2,0,93562.83506565826,Auction Revenue
2,1,33230.47037593023,Auction Revenue
2,2,21454.44867921725,Auction Revenue
2,3,22139.687871146587,Auction Revenue
2,4,23169.924540426404,Auction Revenue
2,5,22654.634698257778,Auction Revenue
2,6,22653.142715181075,Auction Revenue
2,7,22481.84504748303,Auction Revenue
2,8,22828.569070303955,Auction Revenue
2,9,22582.228784913386,Auction Revenue
2,10,22828.325221489467,Auction Revenue
2,11,22644.754333274777,Auction Revenue
2,12,22382.846815712735,Auction Revenue
2,13,22856.7592215116,Auction Revenue
2,14,22633.7434807487,Auction Revenue
2,15,22287.03468811781,Auction Revenue
2,16,22798.45882400811,Auction Revenue
2,17,22769.52246673683,Auction Revenue
2,18,22457.391932270282,Auction Revenue
2,19,22854.60236709269,Auction Revenue
2,20,22650.799862104715,Auction Revenue
2,21,22683.418909063683,Auction Revenue
2,22,22647.228427826238,Auction Revenue
2,23,22824.889971975477,Auction Revenue
2,24,22475.203166310446,Auction Revenue
0,0,-90496.20466989334,Social Surplus
0,1,-13678.750554596714,Social Surplus
0,2,17932.10467043958,Social Surplus
0,3,18566.40227459401,Social Surplus
0,4,18571.04909080069,Social Surplus
0,5,17911.425669612658,Social Surplus
0,6,17519.692433600354,Social Surplus
0,7,17558.126276724703,Social Surplus
0,8,17616.34014816858,Social Surplus
0,9,17810.653209078875,Social Surplus
0,10,17489.91233441426,Social Surplus
0,11,18308.4512045301,Social Surplus
0,12,17536.38147871135,Social Surplus
0,13,18459.86071600903,Social Surplus
0,14,17393.66595906124,Social Surplus
0,15,18048.629940713214,Social Surplus
0,16,17811.935469386015,Social Surplus
0,17,17686.564726439243,Social Surplus
0,18,18431.00168033103,Social Surplus
0,19,17733.864450929268,Social Surplus
0,20,17919.64719697169,Social Surplus
0,21,17899.275129976693,Social Surplus
0,22,17819.024260598246,Social Surplus
0,23,17854.474550973475,Social Surplus
0,24,17966.131319143016,Social Surplus
1,0,-89750.98323261962,Social Surplus
1,1,-13435.650581823556,Social Surplus
1,2,16794.01207682833,Social Surplus
1,3,18664.415612604207,Social Surplus
1,4,18337.858608709088,Social Surplus
1,5,18852.931075026892,Social Surplus
1,6,18644.21402467027,Social Surplus
1,7,18607.461249564818,Social Surplus
1,8,18503.908625324744,Social Surplus
1,9,18496.82854104408,Social Surplus
1,10,18341.735550062407,Social Surplus
1,11,18392.191740405004,Social Surplus
1,12,18508.456854418317,Social Surplus
1,13,18840.641227634424,Social Surplus
1,14,18312.25071534424,Social Surplus
1,15,18289.556931167062,Social Surplus
1,16,18177.152166311298,Social Surplus
1,17,18287.93779190432,Social Surplus
1,18,18279.858633084692,Social Surplus
1,19,18519.026293072082,Social Surplus
1,20,18509.398630954074,Social Surplus
1,21,18431.472433592688,Social Surplus
1,22,18106.658087420852,Social Surplus
1,23,18138.4815669842,Social Surplus
1,24,18252.627971798353,Social Surplus
2,0,-84859.36018680801,Social Surplus
2,1,58.58561056980538,Social Surplus
2,2,16387.249942413953,Social Surplus
2,3,17029.52578706956,Social Surplus
2,4,16806.12996488213,Social Surplus
2,5,17585.925628543257,Social Surplus
2,6,17729.40123732268,Social Surplus
2,7,17871.01045595303,Social Surplus
2,8,17283.36724263558,Social Surplus
2,9,17797.398527686742,Social Surplus
2,10,17605.374863635814,Social Surplus
2,11,17469.978739526945,Social Surplus
2,12,18111.232973857263,Social Surplus
2,13,17365.923940167893,Social Surplus
2,14,17175.954236651265,Social Surplus
2,15,18511.28968959127,Social Surplus
2,16,17421.774906105315,Social Surplus
2,17,17446.54115853497,Social Surplus
2,18,17920.31708164195,Social Surplus
2,19,17634.850640392677,Social Surplus
2,20,17599.95741724407,Social Surplus
2,21,17480.109528684887,Social Surplus
2,22,17644.078703274226,Social Surplus
2,23,17611.407304862572,Social Surplus
2,24,17818.379750758297,Social Surplus
0,0,8629.027892589163,Social Welfare
0,1,26517.398753275796,Social Welfare
0,2,38434.36260448078,Social Welfare
0,3,40084.362180936034,Social Welfare
0,4,40498.18315000997,Social Welfare
0,5,40345.61586695165,Social Welfare
0,6,40131.80469619895,Social Welfare
0,7,40100.8051543851,Social Welfare
0,8,40245.15074127691,Social Welfare
0,9,40255.839241175934,Social Welfare
0,10,40049.73177082202,Social Welfare
0,11,40549.72117981418,Social Welfare
0,12,40100.49530213348,Social Welfare
0,13,40660.83234497249,Social Welfare
0,14,40500.44544872164,Social Welfare
0,15,40406.56421419269,Social Welfare
0,16,40370.945193893174,Social Welfare
0,17,40204.94432615795,Social Welfare
0,18,40611.33631048766,Social Welfare
0,19,40531.64037457041,Social Welfare
0,20,40482.26522172633,Social Welfare
0,21,40649.72961513695,Social Welfare
0,22,40325.960891972856,Social Welfare
0,23,40216.8916313313,Social Welfare
0,24,40519.16988726986,Social Welfare
1,0,10672.227050094492,Social Welfare
1,1,28515.685918661948,Social Welfare
1,2,39313.829312112284,Social Welfare
1,3,40163.062325785926,Social Welfare
1,4,39647.903683391814,Social Welfare
1,5,40118.54259443918,Social Welfare
1,6,40128.86647776569,Social Welfare
1,7,40261.98494527053,Social Welfare
1,8,39907.727551431046,Social Welfare
1,9,40305.11096252802,Social Welfare
1,10,39883.80021373357,Social Welfare
1,11,40038.97468258342,Social Welfare
1,12,39895.349900493646,Social Welfare
1,13,40199.18758981693,Social Welfare
1,14,40004.64074288202,Social Welfare
1,15,40278.55356393944,Social Welfare
1,16,40169.09998492795,Social Welfare
1,17,39886.50841078788,Social Welfare
1,18,39929.97301316739,Social Welfare
1,19,40152.72927778063,Social Welfare
1,20,40104.02343594895,Social Welfare
1,21,40274.033096533196,Social Welfare
1,22,40193.161129334396,Social Welfare
1,23,39831.58523858326,Social Welfare
1,24,39988.9513434039,Social Welfare
2,0,8703.474878850317,Social Welfare
2,1,33289.05598650219,Social Welfare
2,2,37841.69862163317,Social Welfare
2,3,39169.21365821837,Social Welfare
2,4,39976.05450531055,Social Welfare
2,5,40240.560326802835,Social Welfare
2,6,40382.54395250575,Social Welfare
2,7,40352.85550343812,Social Welfare
2,8,40111.93631294156,Social Welfare
2,9,40379.62731260222,Social Welfare
2,10,40433.700085127275,Social Welfare
2,11,40114.73307280412,Social Welfare
2,12,40494.07978957201,Social Welfare
2,13,40222.68316168159,Social Welfare
2,14,39809.69771740193,Social Welfare
2,15,40798.32437771123,Social Welfare
2,16,40220.23373011507,Social Welfare
2,17,40216.06362527377,Social Welfare
2,18,40377.70901391465,Social Welfare
2,19,40489.45300748762,Social Welfare
2,20,40250.75727935066,Social Welfare
2,21,40163.528437750734,Social Welfare
2,22,40291.30713110281,Social Welfare
2,23,40436.297276839956,Social Welfare
2,24,40293.58291707082,Social Welfare
