Run,Agent,Iteration,Underbid Regret
0,PPO Bidder - Gross Utility 1,0,-66313.03562269801
0,PPO Bidder - Gross Utility 1,1,-7378.88623924914
0,PPO Bidder - Gross Utility 1,2,-3844.831204807749
0,PPO Bidder - Gross Utility 1,3,-3868.377181489114
0,PPO Bidder - Gross Utility 1,4,-3931.8922931561647
0,PPO Bidder - Gross Utility 1,5,-3980.842851438441
0,PPO Bidder - Gross Utility 1,6,-3979.008756508287
0,PPO Bidder - Gross Utility 1,7,-4004.5752652966744
0,PPO Bidder - Gross Utility 1,8,-3965.2269770235484
0,PPO Bidder - Gross Utility 1,9,-3996.032022678589
0,PPO Bidder - Gross Utility 1,10,-3965.312758953061
0,PPO Bidder - Gross Utility 1,11,-3871.77151534076
0,PPO Bidder - Gross Utility 1,12,-4000.9368996112294
0,PPO Bidder - Gross Utility 1,13,-3919.5100965272563
0,PPO Bidder - Gross Utility 1,14,-3976.5942193640744
0,PPO Bidder - Gross Utility 1,15,-3925.0237076402173
0,PPO Bidder - Gross Utility 1,16,-3982.615256891461
0,PPO Bidder - Gross Utility 1,17,-3933.573205960451
0,PPO Bidder - Gross Utility 1,18,-3882.249824427581
0,PPO Bidder - Gross Utility 1,19,-3984.6476860224975
0,PPO Bidder - Gross Utility 1,20,-3991.489106843531
0,PPO Bidder - Gross Utility 1,21,-4008.596994414978
0,PPO Bidder - Gross Utility 1,22,-3960.722119280096
0,PPO Bidder - Gross Utility 1,23,-3959.4313347809284
0,PPO Bidder - Gross Utility 1,24,-3886.5787132644346
0,Truthful Competitor 2,0,-44229.535855557115
0,Truthful Competitor 2,1,-6604.636422688781
0,Truthful Competitor 2,2,-3956.4826458778757
0,Truthful Competitor 2,3,-4042.6369069517496
0,Truthful Competitor 2,4,-4207.7783009729455
0,Truthful Competitor 2,5,-4099.626715556799
0,Truthful Competitor 2,6,-3910.3429808989745
0,Truthful Competitor 2,7,-4001.912898480577
0,Truthful Competitor 2,8,-3978.0613994817268
0,Truthful Competitor 2,9,-3837.0915089276164
0,Truthful Competitor 2,10,-3852.87423650823
0,Truthful Competitor 2,11,-3785.160470384996
0,Truthful Competitor 2,12,-4029.0364268152102
0,Truthful Competitor 2,13,-3946.416702702761
0,Truthful Competitor 2,14,-3928.6236451661
0,Truthful Competitor 2,15,-3984.5405354387403
0,Truthful Competitor 2,16,-4198.338415310455
