Run,Iteration,Measure,Measure Name
0,0,102047.8226408215,Auction Revenue
0,1,26491.581082190747,Auction Revenue
0,2,20650.38796295138,Auction Revenue
0,3,20097.960391977856,Auction Revenue
0,4,20285.970818116843,Auction Revenue
0,5,19916.2342430742,Auction Revenue
0,6,19864.44925888779,Auction Revenue
0,7,19999.292073614368,Auction Revenue
0,8,19899.10044298843,Auction Revenue
0,9,19479.57049128271,Auction Revenue
0,10,19699.177209190944,Auction Revenue
0,11,19567.827586777777,Auction Revenue
0,12,19984.828093850294,Auction Revenue
0,13,20070.82226333725,Auction Revenue
0,14,19867.54134756448,Auction Revenue
0,15,19885.08277207093,Auction Revenue
0,16,19977.418893377155,Auction Revenue
0,17,20173.578265770364,Auction Revenue
0,18,19769.73335727431,Auction Revenue
0,19,20113.710558007548,Auction Revenue
0,20,19816.888011181985,Auction Revenue
0,21,19832.932064168057,Auction Revenue
0,22,19656.107449548173,Auction Revenue
0,23,19579.630739029122,Auction Revenue
0,24,20062.536385635492,Auction Revenue
1,0,100724.8680333462,Auction Revenue
1,1,20851.61927198613,Auction Revenue
1,2,19023.085474514926,Auction Revenue
1,3,18846.57198454996,Auction Revenue
1,4,18906.490031485853,Auction Revenue
1,5,18889.558239578193,Auction Revenue
1,6,18880.31070908663,Auction Revenue
1,7,18782.736043587283,Auction Revenue
1,8,18799.08621512793,Auction Revenue
1,9,18789.07147311371,Auction Revenue
1,10,18666.789183882294,Auction Revenue
1,11,18859.24470979145,Auction Revenue
1,12,18812.939955851176,Auction Revenue
1,13,19085.91704754956,Auction Revenue
1,14,18726.862123814688,Auction Revenue
1,15,18985.04963894697,Auction Revenue
1,16,18650.683042189074,Auction Revenue
1,17,18850.566907455544,Auction Revenue
1,18,18787.687919020016,Auction Revenue
1,19,18543.84798762134,Auction Revenue
1,20,18864.69035047759,Auction Revenue
1,21,18763.511209245746,Auction Revenue
1,22,18967.512553621407,Auction Revenue
1,23,18813.738481851156,Auction Revenue
1,24,18724.274456786487,Auction Revenue
2,0,94852.00789192882,Auction Revenue
2,1,20546.861696949632,Auction Revenue
2,2,17920.415480611267,Auction Revenue
2,3,17471.249286236278,Auction Revenue
2,4,17134.592196594902,Auction Revenue
2,5,17198.57595420836,Auction Revenue
2,6,17207.617574377393,Auction Revenue
2,7,17352.75865004599,Auction Revenue
2,8,17097.946021846914,Auction Revenue
2,9,17139.58377913086,Auction Revenue
2,10,17114.89531412586,Auction Revenue
2,11,17201.941441664876,Auction Revenue
2,12,17328.39939283291,Auction Revenue
2,13,17103.603645519597,Auction Revenue
2,14,17345.887657929685,Auction Revenue
2,15,17049.731539503347,Auction Revenue
2,16,17128.48021170707,Auction Revenue
2,17,17382.702556217802,Auction Revenue
2,18,17054.48261618175,Auction Revenue
2,19,17076.009607639375,Auction Revenue
2,20,17094.27250303197,Auction Revenue
2,21,17273.638586663827,Auction Revenue
2,22,16812.945744928187,Auction Revenue
2,23,17255.365958789014,Auction Revenue
2,24,17263.905046048432,Auction Revenue
0,0,-93418.54141345057,Social Surplus
0,1,6846.1002760174515,Social Surplus
0,2,15969.99837848731,Social Surplus
0,3,17002.48063653385,Social Surplus
0,4,16408.371360980444,Social Surplus
0,5,16582.117616467644,Social Surplus
0,6,16628.269905381872,Social Surplus
0,7,16600.87706757367,Social Surplus
0,8,16691.784032816853,Social Surplus
0,9,16946.100891471073,Social Surplus
0,10,17070.77731505157,Social Surplus
0,11,16957.216818998833,Social Surplus
0,12,16889.052305147667,Social Surplus
0,13,16590.101020669015,Social Surplus
0,14,17150.657335077805,Social Surplus
0,15,16838.553394279403,Social Surplus
0,16,16707.07948829273,Social Surplus
0,17,16490.842055792305,Social Surplus
0,18,16887.90574727767,Social Surplus
0,19,16621.84417336505,Social Surplus
0,20,17010.548601842223,Social Surplus
0,21,16547.207481631172,Social Surplus
0,22,17010.990229177572,Social Surplus
0,23,17056.5056883578,Social Surplus
0,24,16754.60725245112,Social Surplus
1,0,-89646.94359379756,Social Surplus
1,1,7851.27197266453,Social Surplus
1,2,16032.30841914763,Social Surplus
1,3,16465.003665499902,Social Surplus
1,4,16670.490460660807,Social Surplus
1,5,16576.332313913717,Social Surplus
1,6,16490.339352385854,Social Surplus
1,7,16889.90223460041,Social Surplus
1,8,16783.70228800132,Social Surplus
1,9,16792.426857056886,Social Surplus
1,10,16844.340201180417,Social Surplus
1,11,16704.521723160593,Social Surplus
1,12,17107.59024578196,Social Surplus
1,13,16385.518444721387,Social Surplus
1,14,16983.18898152362,Social Surplus
1,15,16422.172034968968,Social Surplus
1,16,17066.83584499369,Social Surplus
1,17,16588.782524314985,Social Surplus
1,18,16450.102122210003,Social Surplus
1,19,17046.714036987218,Social Surplus
1,20,16842.640114133617,Social Surplus
1,21,16971.70243206009,Social Surplus
1,22,17045.01641854573,Social Surplus
1,23,16698.028447803466,Social Surplus
1,24,16948.64710236597,Social Surplus
2,0,-90230.9703997583,Social Surplus
2,1,6500.508401853663,Social Surplus
2,2,13799.778891714097,Social Surplus
2,3,13605.392169379506,Social Surplus
2,4,14351.588822002106,Social Surplus
2,5,14161.845605931272,Social Surplus
2,6,14483.753615623302,Social Surplus
2,7,13955.042571558333,Social Surplus
2,8,14056.987669771188,Social Surplus
2,9,14331.91064695875,Social Surplus
2,10,14478.756670164854,Social Surplus
2,11,14420.823988688984,Social Surplus
2,12,13976.93518057957,Social Surplus
2,13,14068.29317713024,Social Surplus
2,14,13952.688967985925,Social Surplus
2,15,14301.397823425128,Social Surplus
2,16,14208.908904515712,Social Surplus
2,17,13955.033038058775,Social Surplus
2,18,14317.616282962796,Social Surplus
2,19,14447.281477883798,Social Surplus
2,20,14292.707252658696,Social Surplus
2,21,14083.573357916244,Social Surplus
2,22,14641.476628435727,Social Surplus
2,23,14218.25470585974,Social Surplus
2,24,13794.43881929733,Social Surplus
0,0,8629.28122737095,Social Welfare
0,1,33337.681358206064,Social Welfare
0,2,36620.386341435864,Social Welfare
0,3,37100.441028508816,Social Welfare
0,4,36694.34217909467,Social Welfare
0,5,36498.351859539114,Social Welfare
0,6,36492.71916426734,Social Welfare
0,7,36600.16914118531,Social Welfare
0,8,36590.88447580235,Social Welfare
0,9,36425.671382751134,Social Welfare
0,10,36769.954524239794,Social Welfare
0,11,36525.044405773675,Social Welfare
0,12,36873.88039899561,Social Welfare
0,13,36660.92328400318,Social Welfare
0,14,37018.19868263907,Social Welfare
0,15,36723.63616634768,Social Welfare
0,16,36684.49838166707,Social Welfare
0,17,36664.42032156028,Social Welfare
0,18,36657.63910454937,Social Welfare
0,19,36735.55473137006,Social Welfare
0,20,36827.43661302157,Social Welfare
0,21,36380.13954579652,Social Welfare
0,22,36667.09767872292,Social Welfare
0,23,36636.136427384095,Social Welfare
0,24,36817.14363808391,Social Welfare
1,0,11077.92443954846,Social Welfare
1,1,28702.89124464801,Social Welfare
1,2,35055.393893659515,Social Welfare
1,3,35311.575650047256,Social Welfare
1,4,35576.98049214347,Social Welfare
1,5,35465.890553489015,Social Welfare
1,6,35370.650061469634,Social Welfare
1,7,35672.638278184844,Social Welfare
1,8,35582.788503126656,Social Welfare
1,9,35581.498330167786,Social Welfare
1,10,35511.12938505989,Social Welfare
1,11,35563.76643294884,Social Welfare
1,12,35920.53020163028,Social Welfare
1,13,35471.43549226837,Social Welfare
1,14,35710.05110533543,Social Welfare
1,15,35407.22167391325,Social Welfare
1,16,35717.51888717999,Social Welfare
1,17,35439.34943176762,Social Welfare
1,18,35237.79004122706,Social Welfare
1,19,35590.56202460595,Social Welfare
1,20,35707.3304646086,Social Welfare
1,21,35735.2136413032,Social Welfare
1,22,36012.52897216437,Social Welfare
1,23,35511.76692965121,Social Welfare
1,24,35672.92155914952,Social Welfare
2,0,4621.0374921701205,Social Welfare
2,1,27047.37009880201,Social Welfare
2,2,31720.194372322287,Social Welfare
2,3,31076.641455613313,Social Welfare
2,4,31486.18101859425,Social Welfare
2,5,31360.42156013708,Social Welfare
2,6,31691.371189997953,Social Welfare
2,7,31307.80122160167,Social Welfare
2,8,31154.93369161525,Social Welfare
2,9,31471.494426087153,Social Welfare
2,10,31593.65198428782,Social Welfare
2,11,31622.76543035116,Social Welfare
2,12,31305.33457341,Social Welfare
2,13,31171.896822647064,Social Welfare
2,14,31298.576625913076,Social Welfare
2,15,31351.129362925956,Social Welfare
2,16,31337.38911621995,Social Welfare
2,17,31337.735594274043,Social Welfare
2,18,31372.098899141878,Social Welfare
2,19,31523.29108552062,Social Welfare
2,20,31386.97975568817,Social Welfare
2,21,31357.211944577488,Social Welfare
2,22,31454.422373361154,Social Welfare
2,23,31473.620664646107,Social Welfare
2,24,31058.34386534315,Social Welfare
