Run,Agent,Iteration,Gross Utility
0,PPO Bidder - Gross Utility 1,0,890.4507389346386
0,PPO Bidder - Gross Utility 1,1,11862.499939255764
0,PPO Bidder - Gross Utility 1,2,14713.63840049244
0,PPO Bidder - Gross Utility 1,3,15061.338212838376
0,PPO Bidder - Gross Utility 1,4,15197.025944485571
0,PPO Bidder - Gross Utility 1,5,15237.73226397973
0,PPO Bidder - Gross Utility 1,6,15120.701595434024
0,PPO Bidder - Gross Utility 1,7,15068.122599420736
0,PPO Bidder - Gross Utility 1,8,15040.985053091297
0,PPO Bidder - Gross Utility 1,9,14946.003640938261
0,PPO Bidder - Gross Utility 1,10,14940.915351001491
0,PPO Bidder - Gross Utility 1,11,14657.667211187972
0,PPO Bidder - Gross Utility 1,12,14915.473901317642
0,PPO Bidder - Gross Utility 1,13,14867.983195241124
0,PPO Bidder - Gross Utility 1,14,14672.932080998282
0,PPO Bidder - Gross Utility 1,15,14883.248065051434
0,PPO Bidder - Gross Utility 1,16,14908.689514735283
0,PPO Bidder - Gross Utility 1,17,15113.917208851664
0,PPO Bidder - Gross Utility 1,18,15035.896763154527
0,PPO Bidder - Gross Utility 1,19,14661.059404479152
0,PPO Bidder - Gross Utility 1,20,14893.424644924973
0,PPO Bidder - Gross Utility 1,21,15108.828918914895
0,PPO Bidder - Gross Utility 1,22,15047.769439673657
0,PPO Bidder - Gross Utility 1,23,14817.100295873426
0,PPO Bidder - Gross Utility 1,24,15147.839141763463
1,PPO Bidder - Gross Utility 1,0,10719.33080012815
1,PPO Bidder - Gross Utility 1,1,12032.109603814757
1,PPO Bidder - Gross Utility 1,2,14615.264795048224
1,PPO Bidder - Gross Utility 1,3,15152.927431700233
1,PPO Bidder - Gross Utility 1,4,14900.209031507333
1,PPO Bidder - Gross Utility 1,5,15108.828918914895
1,PPO Bidder - Gross Utility 1,6,15119.005498788434
1,PPO Bidder - Gross Utility 1,7,14694.981337390951
1,PPO Bidder - Gross Utility 1,8,14886.640258342613
1,PPO Bidder - Gross Utility 1,9,14720.4227870748
1,PPO Bidder - Gross Utility 1,10,15100.348435686945
1,PPO Bidder - Gross Utility 1,11,14611.872601757044
1,PPO Bidder - Gross Utility 1,12,15174.976688092902
1,PPO Bidder - Gross Utility 1,13,15057.946019547197
1,PPO Bidder - Gross Utility 1,14,14837.453455620505
1,PPO Bidder - Gross Utility 1,15,15113.917208851664
1,PPO Bidder - Gross Utility 1,16,14923.954384545592
1,PPO Bidder - Gross Utility 1,17,15034.200666508938
1,PPO Bidder - Gross Utility 1,18,15178.368881384082
1,PPO Bidder - Gross Utility 1,19,14942.611447647081
1,PPO Bidder - Gross Utility 1,20,15130.878175307564
1,PPO Bidder - Gross Utility 1,21,15402.253638601953
1,PPO Bidder - Gross Utility 1,22,15543.029660185917
