Run,Agent,Iteration,Underbid Regret
0,PPO Bidder - Gross Utility 1,0,-20411.174708281225
0,PPO Bidder - Gross Utility 1,1,-2598.846362083835
0,PPO Bidder - Gross Utility 1,2,-1796.500535753828
0,PPO Bidder - Gross Utility 1,3,-1679.2101682351934
0,PPO Bidder - Gross Utility 1,4,-1719.738506369012
0,PPO Bidder - Gross Utility 1,5,-1695.5616172971106
0,PPO Bidder - Gross Utility 1,6,-1694.2133619806345
0,PPO Bidder - Gross Utility 1,7,-1672.261652341703
0,PPO Bidder - Gross Utility 1,8,-1713.2046197928496
0,PPO Bidder - Gross Utility 1,9,-1755.62573220738
0,PPO Bidder - Gross Utility 1,10,-1730.5341092081214
0,PPO Bidder - Gross Utility 1,11,-1768.892429711706
0,PPO Bidder - Gross Utility 1,12,-1742.167554429868
0,PPO Bidder - Gross Utility 1,13,-1761.4909189738457
0,PPO Bidder - Gross Utility 1,14,-1780.8403134940477
0,PPO Bidder - Gross Utility 1,15,-1755.4966667054682
0,PPO Bidder - Gross Utility 1,16,-1738.5604747531704
0,PPO Bidder - Gross Utility 1,17,-1680.378362752177
0,PPO Bidder - Gross Utility 1,18,-1702.1000105582823
0,PPO Bidder - Gross Utility 1,19,-1707.0986442416715
0,PPO Bidder - Gross Utility 1,20,-1694.9584436487437
0,PPO Bidder - Gross Utility 1,21,-1715.5579389252512
0,PPO Bidder - Gross Utility 1,22,-1670.649931157353
0,PPO Bidder - Gross Utility 1,23,-1649.899707991961
0,PPO Bidder - Gross Utility 1,24,-1667.937498829958
0,Truthful Competitor 2,0,-17655.478488310408
0,Truthful Competitor 2,1,-2876.7677122146333
0,Truthful Competitor 2,2,-2327.277411717048
0,Truthful Competitor 2,3,-2302.8070535943857
0,Truthful Competitor 2,4,-2342.6657071681025
0,Truthful Competitor 2,5,-2278.256843964365
0,Truthful Competitor 2,6,-2328.802057451852
0,Truthful Competitor 2,7,-2267.2923007269483
0,Truthful Competitor 2,8,-2307.147677918777
0,Truthful Competitor 2,9,-2287.564062862457
0,Truthful Competitor 2,10,-2296.888014204135
0,Truthful Competitor 2,11,-2255.928673461399
0,Truthful Competitor 2,12,-2283.3537434088894
0,Truthful Competitor 2,13,-2235.561002924727
0,Truthful Competitor 2,14,-2288.518189392263
0,Truthful Competitor 2,15,-2257.6115623774667
