Run,Agent,Iteration,Total Clicks
0,PPO Bidder - Gross Utility 1,0,525
0,PPO Bidder - Gross Utility 1,1,6994
0,PPO Bidder - Gross Utility 1,2,8675
0,PPO Bidder - Gross Utility 1,3,8880
0,PPO Bidder - Gross Utility 1,4,8960
0,PPO Bidder - Gross Utility 1,5,8984
0,PPO Bidder - Gross Utility 1,6,8915
0,PPO Bidder - Gross Utility 1,7,8884
0,PPO Bidder - Gross Utility 1,8,8868
0,PPO Bidder - Gross Utility 1,9,8812
0,PPO Bidder - Gross Utility 1,10,8809
0,PPO Bidder - Gross Utility 1,11,8642
0,PPO Bidder - Gross Utility 1,12,8794
0,PPO Bidder - Gross Utility 1,13,8766
0,PPO Bidder - Gross Utility 1,14,8651
0,PPO Bidder - Gross Utility 1,15,8775
0,PPO Bidder - Gross Utility 1,16,8790
0,PPO Bidder - Gross Utility 1,17,8911
0,PPO Bidder - Gross Utility 1,18,8865
0,PPO Bidder - Gross Utility 1,19,8644
0,PPO Bidder - Gross Utility 1,20,8781
0,PPO Bidder - Gross Utility 1,21,8908
0,PPO Bidder - Gross Utility 1,22,8872
0,PPO Bidder - Gross Utility 1,23,8736
0,PPO Bidder - Gross Utility 1,24,8931
0,Truthful Competitor 2,0,867
0,Truthful Competitor 2,1,2752
0,Truthful Competitor 2,2,2605
0,Truthful Competitor 2,3,2671
0,Truthful Competitor 2,4,2636
0,Truthful Competitor 2,5,2621
0,Truthful Competitor 2,6,2558
0,Truthful Competitor 2,7,2699
0,Truthful Competitor 2,8,2648
0,Truthful Competitor 2,9,2675
0,Truthful Competitor 2,10,2677
0,Truthful Competitor 2,11,2685
0,Truthful Competitor 2,12,2639
0,Truthful Competitor 2,13,2639
0,Truthful Competitor 2,14,2681
0,Truthful Competitor 2,15,2689
0,Truthful Competitor 2,16,2670
0,Truthful Competitor 2,17,2589
0,Truthful Competitor 2,18,2618
0,Truthful Competitor 2,19,2650
0,Truthful Competitor 2,20,2692
0,Truthful Competitor 2,21,2696
0,Truthful Competitor 2,22,2618
0,Truthful Competitor 2,23,2653
0,Truthful Competitor 2,24,2754
0,Truthful Competitor 3,0,694
0,Truthful Competitor 3,1,4164
0,Truthful Competitor 3,2,4544
0,Truthful Competitor 3,3,4456
0,Truthful Competitor 3,4,4379
0,Truthful Competitor 3,5,4449
0,Truthful Competitor 3,6,4316
0,Truthful Competitor 3,7,4363
0,Truthful Competitor 3,8,4494
0,Truthful Competitor 3,9,4400
0,Truthful Competitor 3,10,4470
0,Truthful Competitor 3,11,4665
0,Truthful Competitor 3,12,4469
0,Truthful Competitor 3,13,4556
0,Truthful Competitor 3,14,4409
0,Truthful Competitor 3,15,4575
0,Truthful Competitor 3,16,4425
0,Truthful Competitor 3,17,4313
0,Truthful Competitor 3,18,4468
0,Truthful Competitor 3,19,4476
0,Truthful Competitor 3,20,4617
0,Truthful Competitor 3,21,4457
0,Truthful Competitor 3,22,4540
0,Truthful Competitor 3,23,4525
0,Truthful Competitor 3,24,4509
0,Truthful Competitor 4,0,345
0,Truthful Competitor 4,1,1946
0,Truthful Competitor 4,2,2035
0,Truthful Competitor 4,3,2145
0,Truthful Competitor 4,4,2080
0,Truthful Competitor 4,5,2090
0,Truthful Competitor 4,6,2049
0,Truthful Competitor 4,7,2079
0,Truthful Competitor 4,8,1992
0,Truthful Competitor 4,9,2106
0,Truthful Competitor 4,10,2072
0,Truthful Competitor 4,11,2077
0,Truthful Competitor 4,12,1962
0,Truthful Competitor 4,13,2077
0,Truthful Competitor 4,14,2070
0,Truthful Competitor 4,15,2021
0,Truthful Competitor 4,16,2081
0,Truthful Competitor 4,17,2109
0,Truthful Competitor 4,18,2078
0,Truthful Competitor 4,19,2127
0,Truthful Competitor 4,20,2095
0,Truthful Competitor 4,21,2056
0,Truthful Competitor 4,22,2047
0,Truthful Competitor 4,23,2015
0,Truthful Competitor 4,24,2147
0,Truthful Competitor 5,0,864
0,Truthful Competitor 5,1,3044
0,Truthful Competitor 5,2,2512
0,Truthful Competitor 5,3,2477
0,Truthful Competitor 5,4,2450
0,Truthful Competitor 5,5,2456
0,Truthful Competitor 5,6,2404
0,Truthful Competitor 5,7,2395
0,Truthful Competitor 5,8,2474
0,Truthful Competitor 5,9,2503
0,Truthful Competitor 5,10,2412
0,Truthful Competitor 5,11,2464
0,Truthful Competitor 5,12,2535
0,Truthful Competitor 5,13,2587
0,Truthful Competitor 5,14,2475
0,Truthful Competitor 5,15,2494
0,Truthful Competitor 5,16,2431
0,Truthful Competitor 5,17,2420
0,Truthful Competitor 5,18,2456
0,Truthful Competitor 5,19,2461
0,Truthful Competitor 5,20,2425
0,Truthful Competitor 5,21,2298
0,Truthful Competitor 5,22,2339
0,Truthful Competitor 5,23,2363
0,Truthful Competitor 5,24,2316
0,Truthful Competitor 6,0,681
0,Truthful Competitor 6,1,762
0,Truthful Competitor 6,2,469
0,Truthful Competitor 6,3,486
0,Truthful Competitor 6,4,492
0,Truthful Competitor 6,5,489
0,Truthful Competitor 6,6,505
0,Truthful Competitor 6,7,524
0,Truthful Competitor 6,8,514
0,Truthful Competitor 6,9,544
0,Truthful Competitor 6,10,505
0,Truthful Competitor 6,11,531
0,Truthful Competitor 6,12,521
0,Truthful Competitor 6,13,519
0,Truthful Competitor 6,14,504
0,Truthful Competitor 6,15,494
0,Truthful Competitor 6,16,559
0,Truthful Competitor 6,17,610
0,Truthful Competitor 6,18,579
0,Truthful Competitor 6,19,575
0,Truthful Competitor 6,20,590
0,Truthful Competitor 6,21,561
0,Truthful Competitor 6,22,523
0,Truthful Competitor 6,23,559
0,Truthful Competitor 6,24,521
1,PPO Bidder - Gross Utility 1,0,6320
1,PPO Bidder - Gross Utility 1,1,7094
1,PPO Bidder - Gross Utility 1,2,8617
1,PPO Bidder - Gross Utility 1,3,8934
1,PPO Bidder - Gross Utility 1,4,8785
1,PPO Bidder - Gross Utility 1,5,8908
1,PPO Bidder - Gross Utility 1,6,8914
1,PPO Bidder - Gross Utility 1,7,8664
1,PPO Bidder - Gross Utility 1,8,8777
1,PPO Bidder - Gross Utility 1,9,8679
1,PPO Bidder - Gross Utility 1,10,8903
1,PPO Bidder - Gross Utility 1,11,8615
1,PPO Bidder - Gross Utility 1,12,8947
1,PPO Bidder - Gross Utility 1,13,8878
1,PPO Bidder - Gross Utility 1,14,8748
1,PPO Bidder - Gross Utility 1,15,8911
1,PPO Bidder - Gross Utility 1,16,8799
1,PPO Bidder - Gross Utility 1,17,8864
1,PPO Bidder - Gross Utility 1,18,8949
1,PPO Bidder - Gross Utility 1,19,8810
1,PPO Bidder - Gross Utility 1,20,8921
1,PPO Bidder - Gross Utility 1,21,9081
1,PPO Bidder - Gross Utility 1,22,9164
1,PPO Bidder - Gross Utility 1,23,9038
1,PPO Bidder - Gross Utility 1,24,9151
1,Truthful Competitor 2,0,1144
1,Truthful Competitor 2,1,2448
1,Truthful Competitor 2,2,2743
1,Truthful Competitor 2,3,2686
1,Truthful Competitor 2,4,2625
1,Truthful Competitor 2,5,2684
1,Truthful Competitor 2,6,2697
1,Truthful Competitor 2,7,2620
1,Truthful Competitor 2,8,2612
1,Truthful Competitor 2,9,2633
1,Truthful Competitor 2,10,2606
1,Truthful Competitor 2,11,2695
1,Truthful Competitor 2,12,2744
1,Truthful Competitor 2,13,2558
1,Truthful Competitor 2,14,2661
1,Truthful Competitor 2,15,2635
1,Truthful Competitor 2,16,2587
1,Truthful Competitor 2,17,2621
1,Truthful Competitor 2,18,2676
1,Truthful Competitor 2,19,2699
1,Truthful Competitor 2,20,2568
1,Truthful Competitor 2,21,2515
1,Truthful Competitor 2,22,2573
1,Truthful Competitor 2,23,2573
1,Truthful Competitor 2,24,2588
1,Truthful Competitor 3,0,1739
1,Truthful Competitor 3,1,4091
1,Truthful Competitor 3,2,4525
1,Truthful Competitor 3,3,4450
1,Truthful Competitor 3,4,4367
1,Truthful Competitor 3,5,4468
1,Truthful Competitor 3,6,4535
1,Truthful Competitor 3,7,4608
1,Truthful Competitor 3,8,4501
1,Truthful Competitor 3,9,4505
1,Truthful Competitor 3,10,4346
1,Truthful Competitor 3,11,4494
1,Truthful Competitor 3,12,4484
1,Truthful Competitor 3,13,4579
1,Truthful Competitor 3,14,4562
1,Truthful Competitor 3,15,4475
1,Truthful Competitor 3,16,4404
1,Truthful Competitor 3,17,4455
1,Truthful Competitor 3,18,4375
1,Truthful Competitor 3,19,4389
1,Truthful Competitor 3,20,4361
1,Truthful Competitor 3,21,4403
1,Truthful Competitor 3,22,4456
1,Truthful Competitor 3,23,4411
1,Truthful Competitor 3,24,4358
1,Truthful Competitor 4,0,22
1,Truthful Competitor 4,1,2610
1,Truthful Competitor 4,2,2003
1,Truthful Competitor 4,3,2129
1,Truthful Competitor 4,4,2070
1,Truthful Competitor 4,5,2078
1,Truthful Competitor 4,6,2016
1,Truthful Competitor 4,7,2062
1,Truthful Competitor 4,8,2091
1,Truthful Competitor 4,9,2192
1,Truthful Competitor 4,10,2065
1,Truthful Competitor 4,11,1963
1,Truthful Competitor 4,12,2018
1,Truthful Competitor 4,13,2008
1,Truthful Competitor 4,14,2102
1,Truthful Competitor 4,15,2093
1,Truthful Competitor 4,16,2086
1,Truthful Competitor 4,17,2129
1,Truthful Competitor 4,18,2068
1,Truthful Competitor 4,19,1983
1,Truthful Competitor 4,20,2123
1,Truthful Competitor 4,21,2162
1,Truthful Competitor 4,22,2061
1,Truthful Competitor 4,23,2077
1,Truthful Competitor 4,24,2049
1,Truthful Competitor 5,0,730
1,Truthful Competitor 5,1,3030
1,Truthful Competitor 5,2,2371
1,Truthful Competitor 5,3,2406
1,Truthful Competitor 5,4,2418
1,Truthful Competitor 5,5,2455
1,Truthful Competitor 5,6,2309
1,Truthful Competitor 5,7,2429
1,Truthful Competitor 5,8,2505
1,Truthful Competitor 5,9,2536
1,Truthful Competitor 5,10,2555
1,Truthful Competitor 5,11,2513
1,Truthful Competitor 5,12,2536
1,Truthful Competitor 5,13,2463
1,Truthful Competitor 5,14,2388
1,Truthful Competitor 5,15,2460
1,Truthful Competitor 5,16,2496
1,Truthful Competitor 5,17,2397
1,Truthful Competitor 5,18,2428
1,Truthful Competitor 5,19,2390
1,Truthful Competitor 5,20,2378
1,Truthful Competitor 5,21,2261
1,Truthful Competitor 5,22,2248
1,Truthful Competitor 5,23,2314
1,Truthful Competitor 5,24,2385
1,Truthful Competitor 6,0,244
1,Truthful Competitor 6,1,603
1,Truthful Competitor 6,2,507
1,Truthful Competitor 6,3,536
1,Truthful Competitor 6,4,495
1,Truthful Competitor 6,5,518
1,Truthful Competitor 6,6,537
1,Truthful Competitor 6,7,566
1,Truthful Competitor 6,8,550
1,Truthful Competitor 6,9,557
1,Truthful Competitor 6,10,512
1,Truthful Competitor 6,11,474
1,Truthful Competitor 6,12,539
1,Truthful Competitor 6,13,554
1,Truthful Competitor 6,14,515
1,Truthful Competitor 6,15,519
1,Truthful Competitor 6,16,547
1,Truthful Competitor 6,17,576
1,Truthful Competitor 6,18,568
1,Truthful Competitor 6,19,526
1,Truthful Competitor 6,20,525
1,Truthful Competitor 6,21,535
1,Truthful Competitor 6,22,564
1,Truthful Competitor 6,23,531
1,Truthful Competitor 6,24,503
2,PPO Bidder - Gross Utility 1,0,1095
2,PPO Bidder - Gross Utility 1,1,7036
2,PPO Bidder - Gross Utility 1,2,8727
2,PPO Bidder - Gross Utility 1,3,8905
2,PPO Bidder - Gross Utility 1,4,8941
2,PPO Bidder - Gross Utility 1,5,8897
2,PPO Bidder - Gross Utility 1,6,8911
2,PPO Bidder - Gross Utility 1,7,8778
2,PPO Bidder - Gross Utility 1,8,8853
2,PPO Bidder - Gross Utility 1,9,8759
2,PPO Bidder - Gross Utility 1,10,8726
2,PPO Bidder - Gross Utility 1,11,8866
2,PPO Bidder - Gross Utility 1,12,8908
2,PPO Bidder - Gross Utility 1,13,8889
2,PPO Bidder - Gross Utility 1,14,8802
2,PPO Bidder - Gross Utility 1,15,8932
2,PPO Bidder - Gross Utility 1,16,8890
2,PPO Bidder - Gross Utility 1,17,8756
2,PPO Bidder - Gross Utility 1,18,8861
2,PPO Bidder - Gross Utility 1,19,8794
2,PPO Bidder - Gross Utility 1,20,8890
2,PPO Bidder - Gross Utility 1,21,8927
2,PPO Bidder - Gross Utility 1,22,8723
2,PPO Bidder - Gross Utility 1,23,8832
2,PPO Bidder - Gross Utility 1,24,8760
2,Truthful Competitor 2,0,3791
2,Truthful Competitor 2,1,2063
2,Truthful Competitor 2,2,2487
2,Truthful Competitor 2,3,2551
2,Truthful Competitor 2,4,2588
2,Truthful Competitor 2,5,2701
2,Truthful Competitor 2,6,2667
2,Truthful Competitor 2,7,2624
2,Truthful Competitor 2,8,2493
2,Truthful Competitor 2,9,2576
2,Truthful Competitor 2,10,2703
2,Truthful Competitor 2,11,2635
2,Truthful Competitor 2,12,2618
2,Truthful Competitor 2,13,2644
2,Truthful Competitor 2,14,2691
2,Truthful Competitor 2,15,2576
2,Truthful Competitor 2,16,2640
2,Truthful Competitor 2,17,2516
2,Truthful Competitor 2,18,2561
2,Truthful Competitor 2,19,2564
2,Truthful Competitor 2,20,2583
2,Truthful Competitor 2,21,2691
2,Truthful Competitor 2,22,2713
2,Truthful Competitor 2,23,2651
2,Truthful Competitor 2,24,2606
2,Truthful Competitor 3,0,3021
2,Truthful Competitor 3,1,4072
2,Truthful Competitor 3,2,4617
2,Truthful Competitor 3,3,4485
2,Truthful Competitor 3,4,4376
2,Truthful Competitor 3,5,4481
2,Truthful Competitor 3,6,4424
2,Truthful Competitor 3,7,4537
2,Truthful Competitor 3,8,4391
2,Truthful Competitor 3,9,4373
2,Truthful Competitor 3,10,4438
2,Truthful Competitor 3,11,4504
2,Truthful Competitor 3,12,4453
2,Truthful Competitor 3,13,4452
2,Truthful Competitor 3,14,4562
2,Truthful Competitor 3,15,4552
2,Truthful Competitor 3,16,4473
2,Truthful Competitor 3,17,4587
2,Truthful Competitor 3,18,4514
2,Truthful Competitor 3,19,4512
2,Truthful Competitor 3,20,4518
2,Truthful Competitor 3,21,4373
2,Truthful Competitor 3,22,4453
2,Truthful Competitor 3,23,4378
2,Truthful Competitor 3,24,4361
2,Truthful Competitor 4,0,252
2,Truthful Competitor 4,1,2444
2,Truthful Competitor 4,2,2118
2,Truthful Competitor 4,3,2039
2,Truthful Competitor 4,4,2059
2,Truthful Competitor 4,5,2081
2,Truthful Competitor 4,6,2067
2,Truthful Competitor 4,7,2095
2,Truthful Competitor 4,8,2153
2,Truthful Competitor 4,9,2113
2,Truthful Competitor 4,10,2102
2,Truthful Competitor 4,11,2159
2,Truthful Competitor 4,12,2118
2,Truthful Competitor 4,13,2152
2,Truthful Competitor 4,14,2114
2,Truthful Competitor 4,15,2180
2,Truthful Competitor 4,16,2111
2,Truthful Competitor 4,17,1990
2,Truthful Competitor 4,18,1979
2,Truthful Competitor 4,19,2089
2,Truthful Competitor 4,20,2067
2,Truthful Competitor 4,21,1990
2,Truthful Competitor 4,22,1988
2,Truthful Competitor 4,23,2050
2,Truthful Competitor 4,24,2101
2,Truthful Competitor 5,0,316
