Run,Agent,Iteration,Underbid Regret
0,PPO Bidder - Gross Utility 1,0,-45389.53829762428
0,PPO Bidder - Gross Utility 1,1,-9746.973364124655
0,PPO Bidder - Gross Utility 1,2,-4449.699813598685
0,PPO Bidder - Gross Utility 1,3,-4029.8836764998614
0,PPO Bidder - Gross Utility 1,4,-3965.763694796548
0,PPO Bidder - Gross Utility 1,5,-3918.0270788669254
0,PPO Bidder - Gross Utility 1,6,-3924.0506828648354
0,PPO Bidder - Gross Utility 1,7,-4073.316509880644
0,PPO Bidder - Gross Utility 1,8,-3927.0836845557646
0,PPO Bidder - Gross Utility 1,9,-3935.958493796375
0,PPO Bidder - Gross Utility 1,10,-4052.0820975434626
0,PPO Bidder - Gross Utility 1,11,-3824.931166084291
0,PPO Bidder - Gross Utility 1,12,-3928.018639566061
0,PPO Bidder - Gross Utility 1,13,-3760.8404083343416
0,PPO Bidder - Gross Utility 1,14,-3850.043054695052
0,PPO Bidder - Gross Utility 1,15,-3857.916720341673
0,PPO Bidder - Gross Utility 1,16,-3896.85978431247
0,PPO Bidder - Gross Utility 1,17,-3839.2007149876813
0,PPO Bidder - Gross Utility 1,18,-3848.714904317501
0,PPO Bidder - Gross Utility 1,19,-3889.752009703766
0,PPO Bidder - Gross Utility 1,20,-4006.9818829947767
0,PPO Bidder - Gross Utility 1,21,-3919.329491576309
0,PPO Bidder - Gross Utility 1,22,-3923.041769173803
0,PPO Bidder - Gross Utility 1,23,-3883.170166591635
0,PPO Bidder - Gross Utility 1,24,-3880.872064747734
0,Truthful Competitor 2,0,-45766.45284493252
0,Truthful Competitor 2,1,-8844.683329621967
0,Truthful Competitor 2,2,-5348.865749148055
0,Truthful Competitor 2,3,-4481.309907650564
0,Truthful Competitor 2,4,-4301.9067298112295
0,Truthful Competitor 2,5,-4144.674371703022
0,Truthful Competitor 2,6,-3951.77095014029
0,Truthful Competitor 2,7,-4167.959735424718
0,Truthful Competitor 2,8,-3936.8799901278308
0,Truthful Competitor 2,9,-3987.230032138237
0,Truthful Competitor 2,10,-4006.506387481748
0,Truthful Competitor 2,11,-3965.4999380807085
0,Truthful Competitor 2,12,-4039.7105441406343
0,Truthful Competitor 2,13,-3911.1512132787575
0,Truthful Competitor 2,14,-3926.175387108175
0,Truthful Competitor 2,15,-3756.839421037153
0,Truthful Competitor 2,16,-4138.963103862423
0,Truthful Competitor 2,17,-3718.0079104477536
0,Truthful Competitor 2,18,-4202.899884740711
0,Truthful Competitor 2,19,-4028.592192821482
0,Truthful Competitor 2,20,-4049.7866694626073
0,Truthful Competitor 2,21,-4101.423193839266
0,Truthful Competitor 2,22,-3984.942405832956
0,Truthful Competitor 2,23,-3941.421377267744
0,Truthful Competitor 2,24,-3727.001553993799
0,Truthful Competitor 3,0,-31722.07789733721
0,Truthful Competitor 3,1,-13591.71767779283
0,Truthful Competitor 3,2,-4394.963970729939
0,Truthful Competitor 3,3,-4185.598909587017
0,Truthful Competitor 3,4,-4075.8332600646586
0,Truthful Competitor 3,5,-4069.5053645283965
0,Truthful Competitor 3,6,-4113.560751375092
0,Truthful Competitor 3,7,-4423.168336139481
0,Truthful Competitor 3,8,-4110.59402126551
0,Truthful Competitor 3,9,-4106.134407822024
0,Truthful Competitor 3,10,-4300.842115795199
0,Truthful Competitor 3,11,-4148.8223376855585
0,Truthful Competitor 3,12,-4198.12125942698
0,Truthful Competitor 3,13,-4025.4878477007273
0,Truthful Competitor 3,14,-4031.458228339808
0,Truthful Competitor 3,15,-4187.017565004977
0,Truthful Competitor 3,16,-3992.1381516944552
0,Truthful Competitor 3,17,-4075.9318843529577
0,Truthful Competitor 3,18,-4180.938223138449
0,Truthful Competitor 3,19,-4229.927395241477
0,Truthful Competitor 3,20,-4154.607201115274
0,Truthful Competitor 3,21,-4088.1375307691446
0,Truthful Competitor 3,22,-4082.0038247011403
0,Truthful Competitor 3,23,-4145.510085670868
0,Truthful Competitor 3,24,-4183.723170166251
0,Truthful Competitor 4,0,-33657.26502416712
0,Truthful Competitor 4,1,-7979.171105601581
0,Truthful Competitor 4,2,-5969.523014201672
0,Truthful Competitor 4,3,-5340.9351909805255
0,Truthful Competitor 4,4,-5164.724036984474
0,Truthful Competitor 4,5,-5155.824397865762
0,Truthful Competitor 4,6,-5063.774022503955
0,Truthful Competitor 4,7,-5281.456263032986
0,Truthful Competitor 4,8,-5051.595994439682
0,Truthful Competitor 4,9,-4951.451755934504
0,Truthful Competitor 4,10,-5217.7711723583725
0,Truthful Competitor 4,11,-4949.470759540936
0,Truthful Competitor 4,12,-4978.382096774791
0,Truthful Competitor 4,13,-4912.287237438143
0,Truthful Competitor 4,14,-4928.324248512113
