Run,Agent,Iteration,Underbid Regret
0,PPO Bidder - Net Utility 1,0,-55543.47655258566
0,PPO Bidder - Net Utility 1,1,-6785.506250952782
0,PPO Bidder - Net Utility 1,2,-4327.216137675847
0,PPO Bidder - Net Utility 1,3,-4216.9232396215375
0,PPO Bidder - Net Utility 1,4,-4250.865007462598
0,PPO Bidder - Net Utility 1,5,-4384.010474225065
0,PPO Bidder - Net Utility 1,6,-4411.430979392185
0,PPO Bidder - Net Utility 1,7,-4289.251815860634
0,PPO Bidder - Net Utility 1,8,-4200.527218661579
0,PPO Bidder - Net Utility 1,9,-4373.101619114877
0,PPO Bidder - Net Utility 1,10,-4223.136516069489
0,PPO Bidder - Net Utility 1,11,-4103.910993137246
0,PPO Bidder - Net Utility 1,12,-4218.0612669033735
0,PPO Bidder - Net Utility 1,13,-4166.159100978928
0,PPO Bidder - Net Utility 1,14,-4299.343364474573
0,PPO Bidder - Net Utility 1,15,-4205.852875333142
0,PPO Bidder - Net Utility 1,16,-4257.730299021137
0,PPO Bidder - Net Utility 1,17,-4161.654119910142
0,PPO Bidder - Net Utility 1,18,-4209.914952979564
0,PPO Bidder - Net Utility 1,19,-4230.511997104822
0,PPO Bidder - Net Utility 1,20,-4232.784604206837
0,PPO Bidder - Net Utility 1,21,-4096.390675328318
0,PPO Bidder - Net Utility 1,22,-4258.785924533621
0,PPO Bidder - Net Utility 1,23,-4140.963497829325
0,PPO Bidder - Net Utility 1,24,-4074.7937544111373
0,Truthful Competitor 2,0,-45330.47854837906
0,Truthful Competitor 2,1,-4947.110291448182
0,Truthful Competitor 2,2,-4006.6219877028675
0,Truthful Competitor 2,3,-3718.329165565195
0,Truthful Competitor 2,4,-3623.5630075176523
0,Truthful Competitor 2,5,-3604.659985636248
0,Truthful Competitor 2,6,-3631.737007946737
0,Truthful Competitor 2,7,-3712.1698033823563
0,Truthful Competitor 2,8,-3491.9228109335386
0,Truthful Competitor 2,9,-3516.7906776765476
0,Truthful Competitor 2,10,-3564.3102354809616
0,Truthful Competitor 2,11,-3520.5036780053965
0,Truthful Competitor 2,12,-3764.950621358962
0,Truthful Competitor 2,13,-3659.8811339991535
0,Truthful Competitor 2,14,-3701.0536152150366
0,Truthful Competitor 2,15,-3519.2508053080173
0,Truthful Competitor 2,16,-3798.5641120308965
0,Truthful Competitor 2,17,-3602.0787023671724
0,Truthful Competitor 2,18,-3486.4923497529066
0,Truthful Competitor 2,19,-3542.3379327447283
0,Truthful Competitor 2,20,-3763.2851667648683
0,Truthful Competitor 2,21,-3581.948060941608
0,Truthful Competitor 2,22,-3607.7438754572736
0,Truthful Competitor 2,23,-3633.5963610417957
0,Truthful Competitor 2,24,-3642.2326261498783
0,Truthful Competitor 3,0,-24530.128163690184
0,Truthful Competitor 3,1,-0.5917934909274699
0,Truthful Competitor 3,2,-0.5692728532886494
0,Truthful Competitor 3,3,-0.5775631834724793
0,Truthful Competitor 3,4,-0.6024235843760105
0,Truthful Competitor 3,5,-0.5897366482557923
0,Truthful Competitor 3,6,-0.6205603157967052
0,Truthful Competitor 3,7,-0.6589236450100671
0,Truthful Competitor 3,8,-0.5886763658204142
0,Truthful Competitor 3,9,-0.5712065189911599
0,Truthful Competitor 3,10,-0.5914429120515282
0,Truthful Competitor 3,11,-0.5830152156563853
0,Truthful Competitor 3,12,-0.6122998377168936
0,Truthful Competitor 3,13,-0.6091038402438476
0,Truthful Competitor 3,14,-0.5920847022822435
0,Truthful Competitor 3,15,-0.5721154626880799
0,Truthful Competitor 3,16,-0.6461539617977758
0,Truthful Competitor 3,17,-0.6037199823478214
0,Truthful Competitor 3,18,-0.600784235770749
0,Truthful Competitor 3,19,-0.6101599898260431
0,Truthful Competitor 3,20,-0.6390238253358423
0,Truthful Competitor 3,21,-0.6014273778728839
0,Truthful Competitor 3,22,-0.6317845719973246
0,Truthful Competitor 3,23,-0.5860996163698191
0,Truthful Competitor 3,24,-0.6003410241183378
0,Truthful Competitor 4,0,-39772.72340747081
0,Truthful Competitor 4,1,-14556.10902925466
0,Truthful Competitor 4,2,-5609.072291220756
0,Truthful Competitor 4,3,-5290.537761745956
0,Truthful Competitor 4,4,-5301.826311136653
0,Truthful Competitor 4,5,-5304.825893733125
0,Truthful Competitor 4,6,-5311.084877377353
0,Truthful Competitor 4,7,-5073.307319156891
0,Truthful Competitor 4,8,-5255.232891991971
0,Truthful Competitor 4,9,-5053.422235548364
0,Truthful Competitor 4,10,-4995.830854148491
0,Truthful Competitor 4,11,-5100.802319742746
0,Truthful Competitor 4,12,-5168.819695715137
0,Truthful Competitor 4,13,-5203.217053579912
0,Truthful Competitor 4,14,-5256.197276712814
0,Truthful Competitor 4,15,-5068.340515935481
0,Truthful Competitor 4,16,-4899.026248061844
0,Truthful Competitor 4,17,-5130.529761342816
0,Truthful Competitor 4,18,-5055.740021824859
0,Truthful Competitor 4,19,-5005.724405447468
0,Truthful Competitor 4,20,-4974.734406862342
0,Truthful Competitor 4,21,-5117.395391306573
0,Truthful Competitor 4,22,-5216.153096310543
0,Truthful Competitor 4,23,-5175.768928010309
0,Truthful Competitor 4,24,-5066.704017114174
0,Truthful Competitor 5,0,-55025.25910183287
0,Truthful Competitor 5,1,-2555.192258158654
0,Truthful Competitor 5,2,-4287.151322221233
0,Truthful Competitor 5,3,-4210.118934370102
0,Truthful Competitor 5,4,-4482.430590529248
0,Truthful Competitor 5,5,-4604.258356362677
0,Truthful Competitor 5,6,-4752.1518906152805
0,Truthful Competitor 5,7,-4659.056262084246
0,Truthful Competitor 5,8,-4618.423609529036
0,Truthful Competitor 5,9,-4850.790983226127
0,Truthful Competitor 5,10,-4591.392265456798
0,Truthful Competitor 5,11,-4585.3144363329375
0,Truthful Competitor 5,12,-4682.850609602611
0,Truthful Competitor 5,13,-4790.5841734978
0,Truthful Competitor 5,14,-4886.578430476705
0,Truthful Competitor 5,15,-4883.969952887922
0,Truthful Competitor 5,16,-4827.34736630711
0,Truthful Competitor 5,17,-4848.687082403223
0,Truthful Competitor 5,18,-4870.826115198226
0,Truthful Competitor 5,19,-5057.208833761871
0,Truthful Competitor 5,20,-4851.491567164438
0,Truthful Competitor 5,21,-4865.493038386332
0,Truthful Competitor 5,22,-4857.389389117728
0,Truthful Competitor 5,23,-4800.80099062018
0,Truthful Competitor 5,24,-4864.938194440954
0,Truthful Competitor 6,0,-31592.901920485918
0,Truthful Competitor 6,1,-5797.860535294991
0,Truthful Competitor 6,2,-3105.472892936454
0,Truthful Competitor 6,3,-1724.3497493952505
0,Truthful Competitor 6,4,-1988.4343589818193
0,Truthful Competitor 6,5,-2801.686984605067
0,Truthful Competitor 6,6,-2287.7018839577736
0,Truthful Competitor 6,7,-2224.6912146158
0,Truthful Competitor 6,8,-3746.213535100368
0,Truthful Competitor 6,9,-1899.7330682483764
0,Truthful Competitor 6,10,-2382.4208760127854
0,Truthful Competitor 6,11,-1546.5468212844394
0,Truthful Competitor 6,12,-1447.9337159646186
0,Truthful Competitor 6,13,-2060.815859904218
0,Truthful Competitor 6,14,-2689.072182685754
0,Truthful Competitor 6,15,-2155.957786784759
0,Truthful Competitor 6,16,-2673.2482474669223
0,Truthful Competitor 6,17,-3507.9545243806388
0,Truthful Competitor 6,18,-2574.311722879169
0,Truthful Competitor 6,19,-2675.9444090284705
0,Truthful Competitor 6,20,-1805.144291987982
0,Truthful Competitor 6,21,-416.77212825041516
0,Truthful Competitor 6,22,-417.73652659468894
0,Truthful Competitor 6,23,-416.8033898108416
0,Truthful Competitor 6,24,-420.04459442065775
0,Truthful Competitor 7,0,-59084.51266756839
0,Truthful Competitor 7,1,-7134.496701366374
0,Truthful Competitor 7,2,-3968.1953010915554
0,Truthful Competitor 7,3,-3979.908887139376
0,Truthful Competitor 7,4,-3891.9010450337432
0,Truthful Competitor 7,5,-3868.4371972590643
0,Truthful Competitor 7,6,-3974.56886703845
0,Truthful Competitor 7,7,-3875.5020787472167
0,Truthful Competitor 7,8,-3856.98410536961
0,Truthful Competitor 7,9,-3944.2203691395634
0,Truthful Competitor 7,10,-3876.531042613473
0,Truthful Competitor 7,11,-3895.424821563214
0,Truthful Competitor 7,12,-3868.403603513559
0,Truthful Competitor 7,13,-3847.592460275785
0,Truthful Competitor 7,14,-3796.501234614239
0,Truthful Competitor 7,15,-3951.169262384791
0,Truthful Competitor 7,16,-3879.1170200609154
0,Truthful Competitor 7,17,-3955.637192080883
0,Truthful Competitor 7,18,-3963.1521692362658
0,Truthful Competitor 7,19,-3867.3084247054844
0,Truthful Competitor 7,20,-4013.52090866752
0,Truthful Competitor 7,21,-3937.3110753125143
0,Truthful Competitor 7,22,-4044.3223052243206
0,Truthful Competitor 7,23,-3847.170645135988
0,Truthful Competitor 7,24,-3941.3381516480435
0,Truthful Competitor 8,0,-43980.51080279765
0,Truthful Competitor 8,1,-7899.400477534484
0,Truthful Competitor 8,2,-6275.09627798834
0,Truthful Competitor 8,3,-6280.840365056958
0,Truthful Competitor 8,4,-5890.404323257926
0,Truthful Competitor 8,5,-5841.172746911834
0,Truthful Competitor 8,6,-6101.110086258392
0,Truthful Competitor 8,7,-5902.601977179323
0,Truthful Competitor 8,8,-5982.6534686095965
0,Truthful Competitor 8,9,-6085.468691812386
0,Truthful Competitor 8,10,-6039.41821185706
0,Truthful Competitor 8,11,-6191.086241097552
0,Truthful Competitor 8,12,-5921.561155262934
0,Truthful Competitor 8,13,-5988.256144516289
0,Truthful Competitor 8,14,-5981.51286986227
0,Truthful Competitor 8,15,-6194.9650113234375
0,Truthful Competitor 8,16,-5917.946507555838
0,Truthful Competitor 8,17,-6028.856145475118
0,Truthful Competitor 8,18,-6066.786039534098
0,Truthful Competitor 8,19,-6044.588652619999
0,Truthful Competitor 8,20,-6289.451590741282
0,Truthful Competitor 8,21,-6056.045309760621
0,Truthful Competitor 8,22,-6107.582833339686
0,Truthful Competitor 8,23,-5877.601912322963
0,Truthful Competitor 8,24,-6073.586525815682
0,Truthful Competitor 9,0,-44523.01126675492
0,Truthful Competitor 9,1,-11708.261201643674
0,Truthful Competitor 9,2,-4104.512839650088
0,Truthful Competitor 9,3,-4724.981461536632
0,Truthful Competitor 9,4,-3821.6249709511767
0,Truthful Competitor 9,5,-3950.54308011561
0,Truthful Competitor 9,6,-3425.6860440649316
0,Truthful Competitor 9,7,-5207.264778444302
0,Truthful Competitor 9,8,-4367.245271745989
0,Truthful Competitor 9,9,-4334.495564116052
0,Truthful Competitor 9,10,-5554.81541697257
0,Truthful Competitor 9,11,-4548.32449132347
0,Truthful Competitor 9,12,-4015.9040428068474
0,Truthful Competitor 9,13,-3480.6304206055947
0,Truthful Competitor 9,14,-4043.7252435592764
0,Truthful Competitor 9,15,-4360.491115586572
0,Truthful Competitor 9,16,-6290.613640474233
0,Truthful Competitor 9,17,-5823.221319891652
0,Truthful Competitor 9,18,-5472.017218178749
0,Truthful Competitor 9,19,-5132.637815608935
0,Truthful Competitor 9,20,-5312.756880542485
0,Truthful Competitor 9,21,-6513.583715238559
0,Truthful Competitor 9,22,-6091.59036711444
0,Truthful Competitor 9,23,-5731.762712693571
0,Truthful Competitor 9,24,-5291.83913553972
0,Truthful Competitor 10,0,-30469.560481659075
0,Truthful Competitor 10,1,-10072.712813743163
0,Truthful Competitor 10,2,-5360.6875085224365
0,Truthful Competitor 10,3,-5073.123406973797
0,Truthful Competitor 10,4,-5141.499245700366
0,Truthful Competitor 10,5,-5277.903822946377
0,Truthful Competitor 10,6,-5177.432518858714
0,Truthful Competitor 10,7,-5169.036203053227
0,Truthful Competitor 10,8,-5140.957939636815
0,Truthful Competitor 10,9,-5119.885949744354
0,Truthful Competitor 10,10,-5076.990641470654
0,Truthful Competitor 10,11,-4963.194517395427
0,Truthful Competitor 10,12,-4876.921924903008
0,Truthful Competitor 10,13,-4780.341691611661
0,Truthful Competitor 10,14,-4922.403198710354
0,Truthful Competitor 10,15,-4825.480667318934
0,Truthful Competitor 10,16,-4925.404543459811
0,Truthful Competitor 10,17,-5014.936879824529
0,Truthful Competitor 10,18,-4892.673776317265
0,Truthful Competitor 10,19,-5003.08526180222
0,Truthful Competitor 10,20,-5079.426608000974
0,Truthful Competitor 10,21,-5002.606233907051
0,Truthful Competitor 10,22,-5125.398906310949
