Run,Iteration,Measure,Measure Name
0,13,39710.21453290785,Social Welfare
0,14,39645.59663942547,Social Welfare
0,15,39704.58758242944,Social Welfare
0,16,39606.57144258211,Social Welfare
0,17,39589.88802395739,Social Welfare
0,18,39783.798278765316,Social Welfare
0,19,39777.11838311935,Social Welfare
0,20,39581.35181018601,Social Welfare
0,21,40284.93515084935,Social Welfare
0,22,39638.10034878482,Social Welfare
0,23,39647.863260935665,Social Welfare
0,24,39783.61708836166,Social Welfare
1,0,6812.323323603371,Social Welfare
1,1,21702.34550576081,Social Welfare
1,2,25945.977586106732,Social Welfare
1,3,29096.496743584452,Social Welfare
1,4,29028.050560858203,Social Welfare
1,5,29275.128847565295,Social Welfare
1,6,29028.76871164859,Social Welfare
1,7,29396.318513723858,Social Welfare
1,8,29116.461547597402,Social Welfare
1,9,29178.342054192242,Social Welfare
1,10,29120.62726757845,Social Welfare
1,11,29096.198702223577,Social Welfare
1,12,29288.95848434115,Social Welfare
1,13,29192.424673784648,Social Welfare
1,14,29326.732940773407,Social Welfare
1,15,29221.662646608824,Social Welfare
1,16,29033.371350735062,Social Welfare
1,17,29521.20059497249,Social Welfare
1,18,29016.732929494,Social Welfare
1,19,29230.061587955584,Social Welfare
1,20,28943.165904580692,Social Welfare
1,21,29040.109015595746,Social Welfare
1,22,29203.415189187577,Social Welfare
1,23,29073.50754105648,Social Welfare
1,24,29195.747521983772,Social Welfare
2,0,9086.371277965438,Social Welfare
2,1,25732.172451426515,Social Welfare
2,2,38123.404296989036,Social Welfare
2,3,37353.667149186724,Social Welfare
2,4,38615.01178672048,Social Welfare
2,5,38607.886654751994,Social Welfare
2,6,38696.029046532894,Social Welfare
2,7,38340.0674711211,Social Welfare
2,8,38568.60827459742,Social Welfare
2,9,38715.93572876866,Social Welfare
2,10,38969.88003305327,Social Welfare
2,11,38674.28474860511,Social Welfare
2,12,38708.171409434275,Social Welfare
2,13,38735.708387687,Social Welfare
2,14,38371.3178198441,Social Welfare
2,15,38838.197401295714,Social Welfare
2,16,38691.528065606435,Social Welfare
2,17,38652.29062832126,Social Welfare
2,18,38707.09306542713,Social Welfare
2,19,38710.801769152626,Social Welfare
2,20,38455.203508278646,Social Welfare
2,21,38596.75528336007,Social Welfare
2,22,38656.84488148475,Social Welfare
2,23,38801.36156329229,Social Welfare
2,24,38851.58145252764,Social Welfare
