Run,Agent,Iteration,Gross Utility
0,PPO Bidder - Gross Utility 1,0,5008.573394426848
0,PPO Bidder - Gross Utility 1,1,14820.492489164606
0,PPO Bidder - Gross Utility 1,2,16004.367947786379
0,PPO Bidder - Gross Utility 1,3,15995.88746455843
0,PPO Bidder - Gross Utility 1,4,16272.351217789588
0,PPO Bidder - Gross Utility 1,5,16382.597499752934
0,PPO Bidder - Gross Utility 1,6,16216.38002848512
0,PPO Bidder - Gross Utility 1,7,16055.250847154077
0,PPO Bidder - Gross Utility 1,8,16070.515716964386
0,PPO Bidder - Gross Utility 1,9,16121.398616332084
0,PPO Bidder - Gross Utility 1,10,16039.985977343767
0,PPO Bidder - Gross Utility 1,11,15809.316833543537
0,PPO Bidder - Gross Utility 1,12,16048.466460571717
0,PPO Bidder - Gross Utility 1,13,16058.643040445257
0,PPO Bidder - Gross Utility 1,14,16060.339137090847
0,PPO Bidder - Gross Utility 1,15,16070.515716964386
0,PPO Bidder - Gross Utility 1,16,16177.369805636552
0,PPO Bidder - Gross Utility 1,17,15994.19136791284
0,PPO Bidder - Gross Utility 1,18,15985.71088468489
0,PPO Bidder - Gross Utility 1,19,15953.48504841868
0,PPO Bidder - Gross Utility 1,20,16082.388393483516
0,PPO Bidder - Gross Utility 1,21,16173.977612345372
0,PPO Bidder - Gross Utility 1,22,15978.92649810253
0,PPO Bidder - Gross Utility 1,23,15822.885606708256
0,PPO Bidder - Gross Utility 1,24,16060.339137090847
1,PPO Bidder - Gross Utility 1,0,9467.61147568278
1,PPO Bidder - Gross Utility 1,1,15622.746202528644
1,PPO Bidder - Gross Utility 1,2,15758.433934175839
1,PPO Bidder - Gross Utility 1,3,16245.21367146015
1,PPO Bidder - Gross Utility 1,4,16089.172780065875
1,PPO Bidder - Gross Utility 1,5,16251.998058042509
1,PPO Bidder - Gross Utility 1,6,16160.408839180653
1,PPO Bidder - Gross Utility 1,7,16060.339137090847
1,PPO Bidder - Gross Utility 1,8,16063.731330382026
1,PPO Bidder - Gross Utility 1,9,16072.211813609976
1,PPO Bidder - Gross Utility 1,10,16184.154192218912
1,PPO Bidder - Gross Utility 1,11,15900.906052405393
1,PPO Bidder - Gross Utility 1,12,16570.864227413214
1,PPO Bidder - Gross Utility 1,13,16238.42928487779
1,PPO Bidder - Gross Utility 1,14,15970.44601487458
1,PPO Bidder - Gross Utility 1,15,16253.694154688099
1,PPO Bidder - Gross Utility 1,16,16107.829843167365
1,PPO Bidder - Gross Utility 1,17,16055.250847154077
1,PPO Bidder - Gross Utility 1,18,16119.702519686494
1,PPO Bidder - Gross Utility 1,19,15878.856796012724
1,PPO Bidder - Gross Utility 1,20,16078.996200192336
1,PPO Bidder - Gross Utility 1,21,16201.115158674811
1,PPO Bidder - Gross Utility 1,22,16294.400474182257
1,PPO Bidder - Gross Utility 1,23,16168.889322408602
1,PPO Bidder - Gross Utility 1,24,16287.616087599898
2,PPO Bidder - Gross Utility 1,0,3678.833624284341
2,PPO Bidder - Gross Utility 1,1,15992.49527126725
2,PPO Bidder - Gross Utility 1,2,16050.162557217307
2,PPO Bidder - Gross Utility 1,3,16107.829843167365
2,PPO Bidder - Gross Utility 1,4,15994.19136791284
2,PPO Bidder - Gross Utility 1,5,16051.858653862897
2,PPO Bidder - Gross Utility 1,6,16067.123523673206
2,PPO Bidder - Gross Utility 1,7,15900.906052405393
2,PPO Bidder - Gross Utility 1,8,16050.162557217307
2,PPO Bidder - Gross Utility 1,9,15775.394900631738
2,PPO Bidder - Gross Utility 1,10,15968.74991822899
2,PPO Bidder - Gross Utility 1,11,16106.133746521775
2,PPO Bidder - Gross Utility 1,12,16116.310326395314
2,PPO Bidder - Gross Utility 1,13,16024.721107533458
2,PPO Bidder - Gross Utility 1,14,15839.846573164155
2,PPO Bidder - Gross Utility 1,15,16180.761998927732
2,PPO Bidder - Gross Utility 1,16,16119.702519686494
2,PPO Bidder - Gross Utility 1,17,16089.172780065875
2,PPO Bidder - Gross Utility 1,18,15943.308468545141
2,PPO Bidder - Gross Utility 1,19,16009.456237723149
