Run,Agent,Iteration,Underbid Regret
0,PPO Bidder - Gross Utility 1,0,-11931.446749365252
0,PPO Bidder - Gross Utility 1,1,-2175.2089039321454
0,PPO Bidder - Gross Utility 1,2,-1654.5346588804969
0,PPO Bidder - Gross Utility 1,3,-1561.878156442161
0,PPO Bidder - Gross Utility 1,4,-1572.1219956992086
0,PPO Bidder - Gross Utility 1,5,-1547.2506350866838
0,PPO Bidder - Gross Utility 1,6,-1550.1281529214832
0,PPO Bidder - Gross Utility 1,7,-1546.8121595554414
0,PPO Bidder - Gross Utility 1,8,-1530.8677222604144
0,PPO Bidder - Gross Utility 1,9,-1581.5302353378502
0,PPO Bidder - Gross Utility 1,10,-1529.2037071429527
0,PPO Bidder - Gross Utility 1,11,-1577.6012070875881
0,PPO Bidder - Gross Utility 1,12,-1557.761715067382
0,PPO Bidder - Gross Utility 1,13,-1493.7999311297756
0,PPO Bidder - Gross Utility 1,14,-1540.261582786987
0,PPO Bidder - Gross Utility 1,15,-1542.023481422299
0,PPO Bidder - Gross Utility 1,16,-1525.4023839629122
0,PPO Bidder - Gross Utility 1,17,-1529.4110663586675
0,PPO Bidder - Gross Utility 1,18,-1537.2639659811566
0,PPO Bidder - Gross Utility 1,19,-1537.9140454219864
0,PPO Bidder - Gross Utility 1,20,-1561.159186820392
0,PPO Bidder - Gross Utility 1,21,-1545.6872906186832
0,PPO Bidder - Gross Utility 1,22,-1544.1320906738908
0,PPO Bidder - Gross Utility 1,23,-1521.9418593305534
0,PPO Bidder - Gross Utility 1,24,-1535.6603159287438
0,Truthful Competitor 2,0,-22345.88837110353
0,Truthful Competitor 2,1,-3109.8927739271944
0,Truthful Competitor 2,2,-2702.9181912070226
0,Truthful Competitor 2,3,-2569.101751587275
0,Truthful Competitor 2,4,-2609.151206024383
0,Truthful Competitor 2,5,-2537.9412304058737
0,Truthful Competitor 2,6,-2592.2394011545207
0,Truthful Competitor 2,7,-2527.474691611461
0,Truthful Competitor 2,8,-2559.311585010603
0,Truthful Competitor 2,9,-2514.959175168898
0,Truthful Competitor 2,10,-2552.332836825824
0,Truthful Competitor 2,11,-2491.4346022872137
0,Truthful Competitor 2,12,-2543.3401788109454
0,Truthful Competitor 2,13,-2466.716978141425
0,Truthful Competitor 2,14,-2525.256795010248
0,Truthful Competitor 2,15,-2512.2921522681518
0,Truthful Competitor 2,16,-2540.2290245573204
0,Truthful Competitor 2,17,-2503.0852211234196
0,Truthful Competitor 2,18,-2468.116638312225
0,Truthful Competitor 2,19,-2503.8019237688777
0,Truthful Competitor 2,20,-2512.542606595142
0,Truthful Competitor 2,21,-2542.2203801117707
0,Truthful Competitor 2,22,-2488.9246860660774
0,Truthful Competitor 2,23,-2456.2968239387915
0,Truthful Competitor 2,24,-2527.560707837995
0,Truthful Competitor 3,0,-23282.0603456667
0,Truthful Competitor 3,1,-2950.2837742692936
0,Truthful Competitor 3,2,-2328.097961487173
0,Truthful Competitor 3,3,-2144.3943563186276
0,Truthful Competitor 3,4,-2099.5174238803957
0,Truthful Competitor 3,5,-2112.2265656087643
0,Truthful Competitor 3,6,-2055.997544910945
0,Truthful Competitor 3,7,-2043.8057639695944
0,Truthful Competitor 3,8,-2020.725245078146
0,Truthful Competitor 3,9,-2043.309330056266
