Run,Agent,Iteration,Net Utility
0,PPO Bidder - Gross Utility 1,0,-12630.404743372526
0,PPO Bidder - Gross Utility 1,1,10856.07556819472
0,PPO Bidder - Gross Utility 1,2,11947.138629074825
0,PPO Bidder - Gross Utility 1,3,12021.771545594882
0,PPO Bidder - Gross Utility 1,4,12311.040813740488
0,PPO Bidder - Gross Utility 1,5,12403.101246797387
0,PPO Bidder - Gross Utility 1,6,12167.399470017228
0,PPO Bidder - Gross Utility 1,7,12163.314328808265
0,PPO Bidder - Gross Utility 1,8,12082.637914656385
0,PPO Bidder - Gross Utility 1,9,12208.377102920633
0,PPO Bidder - Gross Utility 1,10,12063.417002409518
0,PPO Bidder - Gross Utility 1,11,11947.026185416044
0,PPO Bidder - Gross Utility 1,12,12137.515789955467
0,PPO Bidder - Gross Utility 1,13,12105.721040903854
0,PPO Bidder - Gross Utility 1,14,12113.1514304314
0,PPO Bidder - Gross Utility 1,15,12100.437626656918
0,PPO Bidder - Gross Utility 1,16,12221.240949868883
0,PPO Bidder - Gross Utility 1,17,12106.654168472389
0,PPO Bidder - Gross Utility 1,18,12147.700766621412
0,PPO Bidder - Gross Utility 1,19,11997.137276562631
0,PPO Bidder - Gross Utility 1,20,12193.121470200327
0,PPO Bidder - Gross Utility 1,21,12133.452074826662
0,PPO Bidder - Gross Utility 1,22,12078.445058901636
0,PPO Bidder - Gross Utility 1,23,11910.727053538949
0,PPO Bidder - Gross Utility 1,24,12155.773836087428
1,PPO Bidder - Gross Utility 1,0,-21690.441584990094
1,PPO Bidder - Gross Utility 1,1,10894.524178262121
1,PPO Bidder - Gross Utility 1,2,11637.46391066877
1,PPO Bidder - Gross Utility 1,3,12188.319892030973
1,PPO Bidder - Gross Utility 1,4,11998.996538830927
1,PPO Bidder - Gross Utility 1,5,12200.090493124388
1,PPO Bidder - Gross Utility 1,6,12154.155104138235
1,PPO Bidder - Gross Utility 1,7,12076.758317129324
1,PPO Bidder - Gross Utility 1,8,11993.444572641325
1,PPO Bidder - Gross Utility 1,9,12042.171326429403
1,PPO Bidder - Gross Utility 1,10,12117.095374464008
1,PPO Bidder - Gross Utility 1,11,11950.00346011738
1,PPO Bidder - Gross Utility 1,12,12504.39683056534
1,PPO Bidder - Gross Utility 1,13,12117.37400672878
1,PPO Bidder - Gross Utility 1,14,12013.206492838142
1,PPO Bidder - Gross Utility 1,15,12329.27555289524
1,PPO Bidder - Gross Utility 1,16,12030.565697936881
1,PPO Bidder - Gross Utility 1,17,12050.402654301452
1,PPO Bidder - Gross Utility 1,18,12179.979824635362
1,PPO Bidder - Gross Utility 1,19,11913.937718675497
1,PPO Bidder - Gross Utility 1,20,12133.723861028304
1,PPO Bidder - Gross Utility 1,21,12243.709193439181
1,PPO Bidder - Gross Utility 1,22,12305.638891343535
1,PPO Bidder - Gross Utility 1,23,12233.148295764913
1,PPO Bidder - Gross Utility 1,24,12214.55702697398
2,PPO Bidder - Gross Utility 1,0,-12743.918011774538
2,PPO Bidder - Gross Utility 1,1,10744.422078500891
2,PPO Bidder - Gross Utility 1,2,11780.553567985002
2,PPO Bidder - Gross Utility 1,3,12023.402917106441
2,PPO Bidder - Gross Utility 1,4,11906.29655710262
2,PPO Bidder - Gross Utility 1,5,12068.92702998383
2,PPO Bidder - Gross Utility 1,6,12011.85242781323
2,PPO Bidder - Gross Utility 1,7,11879.961020883662
2,PPO Bidder - Gross Utility 1,8,12002.926563912159
2,PPO Bidder - Gross Utility 1,9,11830.989525912924
2,PPO Bidder - Gross Utility 1,10,12013.755428591558
2,PPO Bidder - Gross Utility 1,11,12131.733829809707
2,PPO Bidder - Gross Utility 1,12,12183.867325117297
2,PPO Bidder - Gross Utility 1,13,12098.53328289487
2,PPO Bidder - Gross Utility 1,14,11941.560817530031
2,PPO Bidder - Gross Utility 1,15,12229.875948677833
2,PPO Bidder - Gross Utility 1,16,12123.501585712229
2,PPO Bidder - Gross Utility 1,17,12107.492443063244
2,PPO Bidder - Gross Utility 1,18,12046.17197007316
2,PPO Bidder - Gross Utility 1,19,12068.08438360456
2,PPO Bidder - Gross Utility 1,20,12327.78198493815
2,PPO Bidder - Gross Utility 1,21,12367.83213606184
2,PPO Bidder - Gross Utility 1,22,12142.804437295632
2,PPO Bidder - Gross Utility 1,23,12251.962645720621
2,PPO Bidder - Gross Utility 1,24,12112.879620557227
0,Truthful Competitor 2,0,-1931.7711092854065
0,Truthful Competitor 2,1,951.6262071591461
0,Truthful Competitor 2,2,1208.3152245088793
0,Truthful Competitor 2,3,1366.2090889896183
0,Truthful Competitor 2,4,1305.7420230334033
0,Truthful Competitor 2,5,1361.8386385080114
0,Truthful Competitor 2,6,1291.6245505774693
0,Truthful Competitor 2,7,1428.9338517733622
0,Truthful Competitor 2,8,1309.770131654168
0,Truthful Competitor 2,9,1350.906541920091
0,Truthful Competitor 2,10,1306.9921238838629
0,Truthful Competitor 2,11,1349.595885857618
0,Truthful Competitor 2,12,1326.6912903301152
0,Truthful Competitor 2,13,1371.194443453957
0,Truthful Competitor 2,14,1360.8676247285084
0,Truthful Competitor 2,15,1357.5998380720648
0,Truthful Competitor 2,16,1388.5077376545428
0,Truthful Competitor 2,17,1314.688681792341
0,Truthful Competitor 2,18,1337.926066228559
0,Truthful Competitor 2,19,1358.7424227096199
0,Truthful Competitor 2,20,1392.0772028544127
0,Truthful Competitor 2,21,1394.7568712687907
0,Truthful Competitor 2,22,1331.1653709438513
0,Truthful Competitor 2,23,1398.916108870729
0,Truthful Competitor 2,24,1422.999609044266
1,Truthful Competitor 2,0,-5287.678680139932
1,Truthful Competitor 2,1,1048.040723879061
1,Truthful Competitor 2,2,1307.8140817899935
1,Truthful Competitor 2,3,1334.2346194093984
1,Truthful Competitor 2,4,1295.5064883174534
1,Truthful Competitor 2,5,1410.0604954875948
1,Truthful Competitor 2,6,1390.7383388980388
1,Truthful Competitor 2,7,1328.0863916689784
1,Truthful Competitor 2,8,1359.1039828542587
