Run,Agent,Iteration,Total Spend
0,PPO Bidder - Gross Utility 1,0,17638.978137799128
0,PPO Bidder - Gross Utility 1,1,3964.4169209686743
0,PPO Bidder - Gross Utility 1,2,4057.2293187102887
0,PPO Bidder - Gross Utility 1,3,3974.115918962258
0,PPO Bidder - Gross Utility 1,4,3961.310404047797
0,PPO Bidder - Gross Utility 1,5,3979.496252954197
0,PPO Bidder - Gross Utility 1,6,4048.980558466564
0,PPO Bidder - Gross Utility 1,7,3891.93651834453
0,PPO Bidder - Gross Utility 1,8,3987.877802306621
0,PPO Bidder - Gross Utility 1,9,3913.0215134101486
0,PPO Bidder - Gross Utility 1,10,3976.568974933009
0,PPO Bidder - Gross Utility 1,11,3862.29064812626
0,PPO Bidder - Gross Utility 1,12,3910.950670614938
0,PPO Bidder - Gross Utility 1,13,3952.9219995400517
0,PPO Bidder - Gross Utility 1,14,3947.187706658108
0,PPO Bidder - Gross Utility 1,15,3970.0780903062664
0,PPO Bidder - Gross Utility 1,16,3956.12885576644
0,PPO Bidder - Gross Utility 1,17,3887.5371994391767
0,PPO Bidder - Gross Utility 1,18,3838.0101180622464
0,PPO Bidder - Gross Utility 1,19,3956.3477718547847
0,PPO Bidder - Gross Utility 1,20,3889.266923281904
0,PPO Bidder - Gross Utility 1,21,4040.5255375174906
0,PPO Bidder - Gross Utility 1,22,3900.4814391995615
0,PPO Bidder - Gross Utility 1,23,3912.158553168098
0,PPO Bidder - Gross Utility 1,24,3904.5653010020296
0,Truthful Competitor 2,0,2150.8331596867747
0,Truthful Competitor 2,1,1770.8565773639127
0,Truthful Competitor 2,2,1246.1986332441284
0,Truthful Competitor 2,3,1139.2494316474242
0,Truthful Competitor 2,4,1196.6598178306053
0,Truthful Competitor 2,5,1117.1286574293315
0,Truthful Competitor 2,6,1149.6436948256953
0,Truthful Competitor 2,7,1132.5637980361246
0,Truthful Competitor 2,8,1191.6128159521616
0,Truthful Competitor 2,9,1164.7409112937662
0,Truthful Competitor 2,10,1145.483947353784
0,Truthful Competitor 2,11,1126.3147303066876
0,Truthful Competitor 2,12,1140.04928651506
0,Truthful Competitor 2,13,1128.1507176370062
0,Truthful Competitor 2,14,1162.9309745467847
0,Truthful Competitor 2,15,1160.085401657157
0,Truthful Competitor 2,16,1172.9899121549588
0,Truthful Competitor 2,17,1157.1463613412425
0,Truthful Competitor 2,18,1118.6255780398124
0,Truthful Competitor 2,19,1148.753884442786
0,Truthful Competitor 2,20,1168.4015536973936
0,Truthful Competitor 2,21,1177.9486043751963
0,Truthful Competitor 2,22,1168.1797901471132
0,Truthful Competitor 2,23,1121.825810631534
0,Truthful Competitor 2,24,1160.9136924342026
0,Truthful Competitor 3,0,6876.150683169472
0,Truthful Competitor 3,1,1981.4024373135633
0,Truthful Competitor 3,2,1586.0258522814067
0,Truthful Competitor 3,3,1487.9409847513978
0,Truthful Competitor 3,4,1420.911939063148
0,Truthful Competitor 3,5,1444.140152709124
0,Truthful Competitor 3,6,1455.7827427427262
0,Truthful Competitor 3,7,1426.2130313088787
0,Truthful Competitor 3,8,1447.6967492468973
0,Truthful Competitor 3,9,1494.0693023913761
0,Truthful Competitor 3,10,1456.242699991778
0,Truthful Competitor 3,11,1531.0236629592328
0,Truthful Competitor 3,12,1522.6755978400022
0,Truthful Competitor 3,13,1398.912318815852
0,Truthful Competitor 3,14,1420.4853007612248
0,Truthful Competitor 3,15,1437.103043463264
0,Truthful Competitor 3,16,1404.369133315124
0,Truthful Competitor 3,17,1443.7588141600013
0,Truthful Competitor 3,18,1419.3966829246383
0,Truthful Competitor 3,19,1431.295524241251
0,Truthful Competitor 3,20,1481.9159698268609
0,Truthful Competitor 3,21,1445.8096139273264
0,Truthful Competitor 3,22,1462.4287857286852
0,Truthful Competitor 3,23,1472.6223794318375
0,Truthful Competitor 3,24,1449.609837980754
0,Truthful Competitor 4,0,4945.259082052077
0,Truthful Competitor 4,1,1056.8974819205052
0,Truthful Competitor 4,2,956.6782748775323
