Run,Agent,Iteration,Net Utility
0,PPO Bidder - Net Utility 1,0,-15234.05985593977
0,PPO Bidder - Net Utility 1,1,9401.27558491638
0,PPO Bidder - Net Utility 1,2,11637.216227838486
0,PPO Bidder - Net Utility 1,3,11880.233434634996
0,PPO Bidder - Net Utility 1,4,11893.13134002258
0,PPO Bidder - Net Utility 1,5,11959.203780651627
0,PPO Bidder - Net Utility 1,6,11884.555875579861
0,PPO Bidder - Net Utility 1,7,11858.460166272589
0,PPO Bidder - Net Utility 1,8,11900.18462904034
0,PPO Bidder - Net Utility 1,9,11989.173177727493
0,PPO Bidder - Net Utility 1,10,11849.249815111689
0,PPO Bidder - Net Utility 1,11,11784.99380238891
0,PPO Bidder - Net Utility 1,12,11938.596191922856
0,PPO Bidder - Net Utility 1,13,11907.32338037788
0,PPO Bidder - Net Utility 1,14,11780.594546830462
0,PPO Bidder - Net Utility 1,15,11974.923039025249
0,PPO Bidder - Net Utility 1,16,12027.10399872383
0,PPO Bidder - Net Utility 1,17,12082.365056350121
0,PPO Bidder - Net Utility 1,18,12033.90646459371
0,PPO Bidder - Net Utility 1,19,11683.177182364669
0,PPO Bidder - Net Utility 1,20,11934.453191802728
0,PPO Bidder - Net Utility 1,21,11857.276643858737
0,PPO Bidder - Net Utility 1,22,11893.97368765489
0,PPO Bidder - Net Utility 1,23,11771.629393640022
0,PPO Bidder - Net Utility 1,24,11996.282994825811
1,PPO Bidder - Net Utility 1,0,-11655.002168205632
1,PPO Bidder - Net Utility 1,1,10318.05005537132
1,PPO Bidder - Net Utility 1,2,11355.648449382632
1,PPO Bidder - Net Utility 1,3,11717.245639274377
1,PPO Bidder - Net Utility 1,4,11603.12793668985
1,PPO Bidder - Net Utility 1,5,11696.35454218155
1,PPO Bidder - Net Utility 1,6,11640.27332811413
1,PPO Bidder - Net Utility 1,7,11411.602942604657
1,PPO Bidder - Net Utility 1,8,11554.37807751645
1,PPO Bidder - Net Utility 1,9,11373.81344502275
1,PPO Bidder - Net Utility 1,10,11450.477250922328
1,PPO Bidder - Net Utility 1,11,11043.419060571805
1,PPO Bidder - Net Utility 1,12,11573.39990715011
1,PPO Bidder - Net Utility 1,13,11389.776265169538
1,PPO Bidder - Net Utility 1,14,11292.622126640634
1,PPO Bidder - Net Utility 1,15,11574.069042036837
1,PPO Bidder - Net Utility 1,16,11329.958552686689
1,PPO Bidder - Net Utility 1,17,11303.253326238808
1,PPO Bidder - Net Utility 1,18,11304.244672489564
1,PPO Bidder - Net Utility 1,19,11078.084705108386
1,PPO Bidder - Net Utility 1,20,11121.833404893301
1,PPO Bidder - Net Utility 1,21,11476.518843498072
1,PPO Bidder - Net Utility 1,22,11629.238504487837
1,PPO Bidder - Net Utility 1,23,11378.052360528569
1,PPO Bidder - Net Utility 1,24,11434.41081280846
2,PPO Bidder - Net Utility 1,0,-9505.988966866165
2,PPO Bidder - Net Utility 1,1,9426.724304753983
2,PPO Bidder - Net Utility 1,2,11478.538042383325
2,PPO Bidder - Net Utility 1,3,11678.877380499953
2,PPO Bidder - Net Utility 1,4,11794.74674120984
2,PPO Bidder - Net Utility 1,5,11785.544566167608
2,PPO Bidder - Net Utility 1,6,11666.161119710727
2,PPO Bidder - Net Utility 1,7,11479.238693675185
2,PPO Bidder - Net Utility 1,8,11708.237421593245
2,PPO Bidder - Net Utility 1,9,11587.780652780339
2,PPO Bidder - Net Utility 1,10,11580.252207172975
2,PPO Bidder - Net Utility 1,11,11679.528295024518
2,PPO Bidder - Net Utility 1,12,11897.171769605144
2,PPO Bidder - Net Utility 1,13,11778.47875518728
2,PPO Bidder - Net Utility 1,14,11680.936171339768
2,PPO Bidder - Net Utility 1,15,11718.39468474855
2,PPO Bidder - Net Utility 1,16,11750.536567357623
2,PPO Bidder - Net Utility 1,17,11602.261945519833
2,PPO Bidder - Net Utility 1,18,11814.531015667988
2,PPO Bidder - Net Utility 1,19,11678.216292397448
2,PPO Bidder - Net Utility 1,20,11885.354413285619
2,PPO Bidder - Net Utility 1,21,11959.385723988285
2,PPO Bidder - Net Utility 1,22,11629.111627740396
2,PPO Bidder - Net Utility 1,23,11746.112732274543
2,PPO Bidder - Net Utility 1,24,11676.8102298094
0,Truthful Competitor 2,0,-8031.987439601879
0,Truthful Competitor 2,1,1010.8552869551065
0,Truthful Competitor 2,2,1293.9047285391202
0,Truthful Competitor 2,3,1497.9358895154896
0,Truthful Competitor 2,4,1418.4487977238846
0,Truthful Competitor 2,5,1451.7474395434524
0,Truthful Competitor 2,6,1400.6431520729093
0,Truthful Competitor 2,7,1547.582729274178
0,Truthful Competitor 2,8,1408.1825824975401
0,Truthful Competitor 2,9,1495.39677704147
0,Truthful Competitor 2,10,1425.3927379586726
0,Truthful Competitor 2,11,1475.848317956699
0,Truthful Competitor 2,12,1428.3377712070128
0,Truthful Competitor 2,13,1458.397681477846
0,Truthful Competitor 2,14,1420.9000555460393
0,Truthful Competitor 2,15,1454.9889815283364
0,Truthful Competitor 2,16,1424.2070011946237
0,Truthful Competitor 2,17,1414.0280583887188
0,Truthful Competitor 2,18,1422.4737291405586
0,Truthful Competitor 2,19,1449.5360900112023
0,Truthful Competitor 2,20,1471.1348874482087
0,Truthful Competitor 2,21,1465.264227104239
0,Truthful Competitor 2,22,1417.4752707969371
0,Truthful Competitor 2,23,1487.591937372899
0,Truthful Competitor 2,24,1561.2194597322368
1,Truthful Competitor 2,0,-747.0757385559899
1,Truthful Competitor 2,1,1104.9560606031228
1,Truthful Competitor 2,2,1441.3800784386167
1,Truthful Competitor 2,3,1526.5888111908007
1,Truthful Competitor 2,4,1450.4345521806656
1,Truthful Competitor 2,5,1541.816910165481
1,Truthful Competitor 2,6,1577.358698562364
1,Truthful Competitor 2,7,1493.0200521004826
1,Truthful Competitor 2,8,1482.8965807789057
1,Truthful Competitor 2,9,1521.6781967471147
1,Truthful Competitor 2,10,1521.8568715557528
1,Truthful Competitor 2,11,1584.1243383224296
1,Truthful Competitor 2,12,1639.9489094851085
1,Truthful Competitor 2,13,1502.3830001388933
1,Truthful Competitor 2,14,1611.0791302386795
1,Truthful Competitor 2,15,1479.3589649847765
1,Truthful Competitor 2,16,1543.1270199684702
1,Truthful Competitor 2,17,1559.2112610155314
1,Truthful Competitor 2,18,1649.813239871943
1,Truthful Competitor 2,19,1634.8450882570564
1,Truthful Competitor 2,20,1471.6334704134952
1,Truthful Competitor 2,21,1544.49605443804
1,Truthful Competitor 2,22,1581.7604413273525
1,Truthful Competitor 2,23,1546.0050078182587
1,Truthful Competitor 2,24,1584.8703560769543
2,Truthful Competitor 2,0,-9941.2520567425
2,Truthful Competitor 2,1,590.4357213636216
2,Truthful Competitor 2,2,1374.9059136602204
2,Truthful Competitor 2,3,1444.1022203814152
2,Truthful Competitor 2,4,1471.936513327585
2,Truthful Competitor 2,5,1508.2707486918237
2,Truthful Competitor 2,6,1507.9171644635467
2,Truthful Competitor 2,7,1461.8942822346737
2,Truthful Competitor 2,8,1383.6489971620088
2,Truthful Competitor 2,9,1484.9630801332112
2,Truthful Competitor 2,10,1547.1017862073406
2,Truthful Competitor 2,11,1482.6239173111558
2,Truthful Competitor 2,12,1497.3521243698697
2,Truthful Competitor 2,13,1512.3843740511938
2,Truthful Competitor 2,14,1519.3111998673805
2,Truthful Competitor 2,15,1492.739212574347
2,Truthful Competitor 2,16,1494.7340881021141
2,Truthful Competitor 2,17,1449.8739730228058
2,Truthful Competitor 2,18,1504.5249013960215
2,Truthful Competitor 2,19,1449.3343135488399
2,Truthful Competitor 2,20,1492.4999341680084
2,Truthful Competitor 2,21,1535.4711395893296
2,Truthful Competitor 2,22,1546.833120725882
2,Truthful Competitor 2,23,1510.557120872807
2,Truthful Competitor 2,24,1497.2321952322197
0,Truthful Competitor 3,0,-7712.89936603591
0,Truthful Competitor 3,1,2344.095364225256
0,Truthful Competitor 3,2,2829.246788916313
0,Truthful Competitor 3,3,2889.3510106193994
0,Truthful Competitor 3,4,2945.0706771800005
0,Truthful Competitor 3,5,2955.242855271434
0,Truthful Competitor 3,6,2811.1569635949677
0,Truthful Competitor 3,7,2858.6436879254247
0,Truthful Competitor 3,8,2991.6494907780652
0,Truthful Competitor 3,9,2802.617009091849
0,Truthful Competitor 3,10,2909.625394521693
0,Truthful Competitor 3,11,3076.7061895552847
0,Truthful Competitor 3,12,2869.841998453301
0,Truthful Competitor 3,13,3033.406932078559
0,Truthful Competitor 3,14,2876.7658184420857
0,Truthful Competitor 3,15,3014.4001421236653
0,Truthful Competitor 3,16,2856.3550846293565
0,Truthful Competitor 3,17,2782.2765017109155
0,Truthful Competitor 3,18,2968.7818232777104
0,Truthful Competitor 3,19,2949.676435200361
0,Truthful Competitor 3,20,3022.949778191841
0,Truthful Competitor 3,21,2903.2558840809743
0,Truthful Competitor 3,22,2997.787782108784
0,Truthful Competitor 3,23,2977.2115309334113
0,Truthful Competitor 3,24,2966.227887330376
1,Truthful Competitor 3,0,-8774.83713539945
1,Truthful Competitor 3,1,1697.3008095776318
1,Truthful Competitor 3,2,2921.864088738074
1,Truthful Competitor 3,3,2911.954962332338
1,Truthful Competitor 3,4,2882.03190111963
1,Truthful Competitor 3,5,3036.950439249859
1,Truthful Competitor 3,6,3041.3358343650348
1,Truthful Competitor 3,7,3105.165870215821
1,Truthful Competitor 3,8,3017.701628605094
1,Truthful Competitor 3,9,3064.536333744106
1,Truthful Competitor 3,10,2945.039107671997
1,Truthful Competitor 3,11,3131.3628102783255
1,Truthful Competitor 3,12,3077.820399033762
1,Truthful Competitor 3,13,3149.7614076411483
1,Truthful Competitor 3,14,3116.189802404936
1,Truthful Competitor 3,15,3080.9358277770752
1,Truthful Competitor 3,16,3017.466278539121
1,Truthful Competitor 3,17,3089.8773606502973
1,Truthful Competitor 3,18,3007.4577529113753
1,Truthful Competitor 3,19,3028.682922331599
1,Truthful Competitor 3,20,3051.366032622934
1,Truthful Competitor 3,21,3097.0888398515262
1,Truthful Competitor 3,22,3118.1244883914374
1,Truthful Competitor 3,23,3018.3144928618094
1,Truthful Competitor 3,24,3052.924908991317
2,Truthful Competitor 3,0,-9811.788804237816
2,Truthful Competitor 3,1,2513.5159494953205
2,Truthful Competitor 3,2,3051.388701966183
2,Truthful Competitor 3,3,2908.681245210849
2,Truthful Competitor 3,4,2871.8797722760837
2,Truthful Competitor 3,5,2939.4200033574766
2,Truthful Competitor 3,6,2946.1713045712727
2,Truthful Competitor 3,7,3069.5182030477845
2,Truthful Competitor 3,8,2875.992732329078
2,Truthful Competitor 3,9,2933.395122645449
